id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.536	0.500	0.384
1	0.568	0.432	0.387	0.394
2	1.036	0.464	0.573	0.519
3	1.736	0.232	0.531	0.429
4	2.000	0.336	0.537	0.444
5	2.368	0.400	0.562	0.420
6	3.036	0.732	0.576	0.386
7	3.800	0.336	0.486	0.379
8	5.668	1.268	3.371	0.812
10	12.036	0.264	0.622	0.338
11	18.868	0.500	0.541	0.475
12	20.000	0.568	0.663	0.498
13	20.600	0.200	0.646	0.503
14	20.836	0.732	0.564	0.466
15	21.600	0.400	0.585	0.466
16	22.036	0.832	0.605	0.427
17	22.900	0.968	0.609	0.389
18	23.900	0.968	0.601	0.407
19	24.900	1.868	0.566	0.385
20	26.800	1.132	0.544	0.446
21	27.968	2.700	0.571	0.464
22	30.700	0.768	0.539	0.407
23	31.668	1.800	0.515	0.429
24	33.500	0.300	0.448	0.408
25	33.832	0.336	0.560	0.411
26	34.200	0.232	0.509	0.403
27	34.468	0.364	0.660	0.421
28	34.868	0.400	0.341	0.368
29	35.300	0.600	0.622	0.381
30	35.968	1.932	0.365	0.386
31	37.932	1.336	0.621	0.410
32	39.300	0.368	0.559	0.436
33	39.700	1.368	0.617	0.450
34	41.132	0.768	0.328	0.410
35	42.000	0.368	0.593	0.442
36	42.400	0.468	0.336	0.421
37	42.900	1.868	0.332	0.414
38	44.832	0.336	0.607	0.449
39	45.200	0.568	0.322	0.415
40	45.832	1.668	0.605	0.460
41	47.568	0.632	0.335	0.426
42	48.268	0.432	0.610	0.442
43	48.732	0.268	0.359	0.417
44	49.068	0.600	0.595	0.431
45	49.732	1.036	0.336	0.419
46	50.800	0.168	0.584	0.442
47	51.000	0.800	0.598	0.464
48	51.868	0.464	0.291	0.429
49	52.368	0.400	0.557	0.445
50	52.800	1.332	0.312	0.428
51	54.200	1.032	0.560	0.463
52	55.264	3.300	0.323	0.435
53	58.632	1.068	0.593	0.483
54	59.764	0.300	0.296	0.444
55	60.132	1.668	0.590	0.495
56	61.832	0.300	0.641	0.515
57	62.164	0.236	0.576	0.515
58	62.464	2.368	0.313	0.397
59	64.864	0.168	0.288	0.443
60	65.100	1.132	0.563	0.436
61	66.300	1.332	0.292	0.429
62	67.832	1.332	0.543	0.495
63	69.200	0.264	0.630	0.397
64	69.500	0.332	0.536	0.494
65	69.864	2.768	0.296	0.449
66	72.664	4.636	0.268	0.348
67	77.332	1.132	0.562	0.384
68	78.532	5.368	0.278	0.361
69	83.932	0.864	0.244	0.315
70	84.832	1.200	0.271	0.380
71	86.096	1.136	0.574	0.436
72	87.264	0.432	0.577	0.340
73	87.732	3.200	0.518	0.370
74	90.964	1.400	0.580	0.397
75	92.432	1.732	0.258	0.393
76	94.232	3.264	0.593	0.412
77	97.532	0.300	0.548	0.456
78	97.864	0.868	0.312	0.409
79	98.796	0.836	0.559	0.422
80	99.696	2.800	0.283	0.450
81	102.732	0.200	0.274	0.397
82	102.964	0.668	0.273	0.492
83	103.664	1.100	0.559	0.440
84	104.864	3.168	0.299	0.448
85	108.064	1.200	0.239	0.459
86	109.332	2.364	0.572	0.471
87	111.732	0.364	0.622	0.441
88	112.132	0.632	0.570	0.478
89	112.796	0.332	0.524	0.456
90	113.164	2.132	0.588	0.459
91	115.328	0.436	0.528	0.454
92	115.796	0.268	0.586	0.466
93	116.128	1.268	0.279	0.445
94	117.428	0.336	0.258	0.498
95	117.796	0.168	0.271	0.446
96	117.996	0.232	0.235	0.568
97	118.264	0.832	0.261	0.509
98	119.164	2.764	0.567	0.477
99	122.064	2.032	0.579	0.528
100	124.128	0.300	0.613	0.464
101	124.464	0.332	0.565	0.541
102	124.828	1.036	0.632	0.576
103	125.896	0.468	0.577	0.545
104	126.396	0.268	0.577	0.472
105	126.696	0.532	0.569	0.557
106	127.264	1.300	0.277	0.539
107	128.596	0.268	0.580	0.540
108	128.896	0.200	0.591	0.553
109	129.164	0.700	0.279	0.490
110	129.928	0.200	0.209	0.667
111	130.164	0.864	0.263	0.562
112	131.096	1.168	0.574	0.515
113	132.296	0.468	0.253	0.494
114	132.796	0.668	0.248	0.527
115	133.496	0.468	0.560	0.495
116	134.096	2.400	0.271	0.481
117	136.528	2.400	0.262	0.519
