time	x_norm	y_norm
0.000	0.424	0.603
0.032	0.425	0.626
0.068	0.431	0.614
0.100	0.428	0.630
0.132	0.403	0.584
0.332	0.579	0.665
0.368	0.588	0.687
0.400	0.595	0.687
0.432	0.597	0.674
0.468	0.602	0.656
0.500	0.603	0.644
0.668	0.635	0.617
0.700	0.636	0.612
0.732	0.634	0.607
0.768	0.631	0.602
0.800	0.628	0.602
0.832	0.627	0.598
0.900	0.622	0.604
0.932	0.619	0.593
0.968	0.616	0.587
1.000	0.614	0.582
1.032	0.603	0.573
1.300	0.536	0.526
1.332	0.539	0.527
1.368	0.546	0.527
1.400	0.545	0.517
1.432	0.545	0.514
1.468	0.547	0.501
1.532	0.532	0.499
1.568	0.535	0.499
1.600	0.540	0.493
1.632	0.548	0.503
1.668	0.553	0.498
1.700	0.551	0.530
1.732	0.542	0.538
1.768	0.538	0.542
1.800	0.537	0.560
1.832	0.564	0.560
1.868	0.599	0.564
1.900	0.603	0.561
1.932	0.605	0.565
1.968	0.606	0.566
2.000	0.606	0.571
2.032	0.604	0.567
2.068	0.604	0.566
2.100	0.605	0.571
2.132	0.606	0.568
2.168	0.605	0.566
2.200	0.608	0.561
2.232	0.609	0.552
2.268	0.609	0.548
2.300	0.607	0.544
2.332	0.604	0.545
2.368	0.601	0.538
2.400	0.603	0.550
2.432	0.604	0.551
2.468	0.602	0.550
2.500	0.603	0.555
2.532	0.604	0.555
2.568	0.606	0.554
2.600	0.528	0.558
2.632	0.524	0.558
2.668	0.519	0.557
2.700	0.520	0.561
2.732	0.521	0.559
2.768	0.521	0.563
2.800	0.520	0.565
2.832	0.519	0.565
2.868	0.519	0.564
2.900	0.520	0.560
2.932	0.521	0.563
2.968	0.436	0.557
3.000	0.339	0.549
3.032	0.341	0.545
3.068	0.339	0.547
3.100	0.337	0.550
3.132	0.337	0.550
3.168	0.377	0.553
3.200	0.649	0.558
3.232	0.649	0.558
3.268	0.650	0.563
3.300	0.650	0.569
3.332	0.650	0.570
3.368	0.553	0.550
3.400	0.343	0.541
3.432	0.345	0.544
3.468	0.343	0.548
3.500	0.342	0.549
3.532	0.342	0.543
3.568	0.490	0.540
3.600	0.661	0.556
3.668	0.664	0.556
3.700	0.663	0.558
3.732	0.634	0.489
3.968	0.648	0.584
4.000	0.646	0.587
4.032	0.653	0.593
4.068	0.656	0.589
4.100	0.656	0.583
4.132	0.651	0.582
4.168	0.592	0.555
4.200	0.329	0.514
4.232	0.336	0.516
4.268	0.335	0.518
4.300	0.337	0.522
4.332	0.335	0.524
4.368	0.334	0.521
4.400	0.334	0.526
4.432	0.336	0.527
4.468	0.337	0.529
4.500	0.337	0.525
4.532	0.337	0.527
4.568	0.336	0.524
4.600	0.333	0.527
4.632	0.334	0.530
4.668	0.333	0.531
4.700	0.334	0.530
4.732	0.332	0.524
4.768	0.333	0.524
4.800	0.333	0.525
4.832	0.335	0.522
4.868	0.447	0.497
4.900	0.635	0.504
4.932	0.636	0.509
4.968	0.633	0.510
5.000	0.601	0.436
5.200	0.597	0.530
5.232	0.602	0.530
5.268	0.607	0.530
5.300	0.609	0.531
5.332	0.613	0.531
5.368	0.615	0.526
5.400	0.615	0.521
5.432	0.667	0.557
5.468	0.666	0.555
5.500	0.668	0.553
5.532	0.666	0.554
5.568	0.664	0.556
5.600	0.666	0.555
5.632	0.665	0.554
5.668	0.664	0.555
5.700	0.664	0.554
5.732	0.665	0.553
5.768	0.665	0.553
5.800	0.664	0.552
5.832	0.666	0.553
5.868	0.665	0.549
5.900	0.664	0.552
5.932	0.664	0.549
5.968	0.663	0.546
6.000	0.664	0.540
6.032	0.663	0.545
6.068	0.663	0.543
6.100	0.666	0.542
6.132	0.636	0.543
6.168	0.634	0.543
6.200	0.633	0.545
6.468	0.613	0.542
6.500	0.615	0.548
6.532	0.619	0.548
6.568	0.622	0.546
6.600	0.624	0.541
6.632	0.624	0.543
6.668	0.616	0.533
6.700	0.351	0.512
6.732	0.351	0.510
6.768	0.351	0.515
6.800	0.350	0.520
6.832	0.350	0.521
6.868	0.353	0.524
6.900	0.354	0.527
6.932	0.355	0.527
6.968	0.356	0.531
7.000	0.357	0.531
7.032	0.356	0.532
7.068	0.355	0.530
7.100	0.356	0.524
7.132	0.349	0.520
7.400	0.329	0.546
7.432	0.331	0.546
7.468	0.337	0.548
7.500	0.341	0.542
7.532	0.340	0.541
7.568	0.343	0.537
7.600	0.344	0.536
7.632	0.344	0.536
7.668	0.344	0.534
7.700	0.342	0.528
7.732	0.342	0.529
7.768	0.343	0.534
7.800	0.345	0.534
7.832	0.346	0.539
7.868	0.346	0.542
7.900	0.346	0.537
7.932	0.345	0.540
7.968	0.346	0.543
8.000	0.344	0.537
8.032	0.343	0.529
8.068	0.343	0.531
