id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.136	0.674	0.366
1	0.268	0.700	0.516	0.414
2	1.000	0.736	0.502	0.459
3	1.968	0.500	0.513	0.379
4	2.500	0.968	0.474	0.408
5	3.668	0.600	0.574	0.383
6	4.500	0.436	0.787	0.332
7	4.968	0.700	0.470	0.363
8	5.700	0.168	0.419	0.336
9	6.068	0.632	0.792	0.388
10	6.768	0.500	0.470	0.379
11	7.336	2.264	0.768	0.398
12	9.768	1.300	0.423	0.387
13	11.200	0.900	0.804	0.380
14	12.236	0.432	0.482	0.405
15	12.700	0.136	0.403	0.341
16	12.968	2.300	0.793	0.356
17	15.436	1.832	0.428	0.368
18	17.300	0.532	0.775	0.349
19	17.868	0.332	0.808	0.347
20	18.368	1.200	0.437	0.367
21	19.700	0.800	0.814	0.343
22	20.532	0.368	0.439	0.323
23	20.932	1.168	0.442	0.333
24	22.132	1.636	0.493	0.276
25	23.832	1.200	0.811	0.323
26	25.100	0.668	0.493	0.343
27	25.832	0.836	0.794	0.350
28	26.732	1.768	0.479	0.332
29	28.568	1.900	0.787	0.341
30	30.600	0.368	0.494	0.372
31	31.000	2.468	0.448	0.343
32	33.632	3.400	0.784	0.372
33	37.200	1.432	0.458	0.377
34	38.700	1.700	0.797	0.376
35	40.468	3.564	0.465	0.319
36	44.205	1.204	0.807	0.354
37	45.801	5.673	0.808	0.349
38	51.540	0.415	0.793	0.365
39	52.226	3.354	0.458	0.347
40	55.752	1.548	0.787	0.373
41	57.332	2.500	0.794	0.355
42	59.932	3.400	0.461	0.352
43	63.464	1.036	0.831	0.376
44	64.564	3.800	0.469	0.361
45	68.500	0.764	0.822	0.372
46	69.300	2.800	0.812	0.368
47	72.364	2.536	0.481	0.363
48	75.064	0.900	0.522	0.378
49	75.996	0.736	0.514	0.404
50	76.767	0.129	0.476	0.354
51	76.964	5.832	0.810	0.392
52	82.832	0.632	0.443	0.355
53	83.496	1.500	0.463	0.355
54	85.196	4.636	0.796	0.384
55	89.996	1.236	0.459	0.380
56	91.264	0.332	0.433	0.373
57	91.732	1.900	0.811	0.375
58	93.664	0.168	0.603	0.376
59	93.896	4.300	0.489	0.365
60	98.296	3.668	0.805	0.389
61	101.996	0.336	0.672	0.397
62	102.432	0.500	0.482	0.394
63	103.496	1.968	0.794	0.397
64	105.664	1.064	0.448	0.381
65	106.796	3.068	0.803	0.362
66	110.064	1.164	0.460	0.371
67	111.464	0.664	0.784	0.412
68	112.164	1.732	0.827	0.420
69	113.928	0.600	0.787	0.316
70	114.596	0.800	0.448	0.358
71	115.628	0.900	0.522	0.369
72	116.696	4.532	0.801	0.387
73	121.428	2.436	0.453	0.373
74	124.028	0.829	0.512	0.416
75	124.933	0.166	0.442	0.359
76	125.448	2.860	0.827	0.364
77	128.401	0.766	0.759	0.342
78	129.409	0.417	0.622	0.353
79	129.916	1.068	0.804	0.359
80	131.051	0.324	0.517	0.323
81	131.593	1.811	0.801	0.371
82	133.696	1.300	0.457	0.360
83	135.095	1.033	0.475	0.320
84	136.328	2.668	0.512	0.355
85	139.060	0.568	0.441	0.328
86	139.660	0.668	0.499	0.231
87	140.528	0.868	0.513	0.350
88	141.560	5.721	0.805	0.349
89	147.354	2.191	0.797	0.434
90	149.711	2.717	0.466	0.366
91	152.596	1.364	0.825	0.379
92	154.160	1.236	0.461	0.366
93	155.660	1.768	0.495	0.355
94	157.496	3.432	0.807	0.382
95	161.060	1.700	0.463	0.350
96	162.960	1.532	0.804	0.406
97	164.528	1.460	0.446	0.354
98	166.234	0.539	0.523	0.361
99	166.860	0.619	0.475	0.260
100	167.560	3.007	0.496	0.403
101	170.708	2.120	0.814	0.412
102	172.892	0.936	0.444	0.374
103	174.128	1.064	0.513	0.424
104	175.460	1.468	0.809	0.434
105	177.292	2.336	0.445	0.384
106	179.660	0.600	0.449	0.237
