id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.400	0.574	-0.004
1	0.568	0.132	0.458	0.538
2	0.732	1.436	0.343	0.568
3	2.200	0.168	0.461	0.029
4	2.400	0.132	0.443	-0.053
5	2.600	1.568	0.443	0.493
6	4.200	0.332	0.585	0.483
7	4.568	0.464	0.692	0.481
8	5.100	0.368	0.382	0.452
9	5.500	0.368	0.525	0.449
10	5.900	0.200	0.620	0.451
11	6.132	0.168	0.697	0.462
12	6.332	0.468	0.506	0.419
13	6.832	0.668	0.579	0.446
14	7.532	0.568	0.489	-0.064
15	8.468	0.232	0.482	0.561
16	8.732	1.000	0.367	0.506
17	9.768	0.821	0.480	0.497
18	10.842	0.565	0.553	0.537
19	11.568	0.817	0.693	0.513
20	12.496	0.464	0.357	0.470
21	13.017	0.293	0.486	0.472
22	13.362	0.172	0.594	0.460
23	13.585	0.901	0.692	0.481
24	14.551	0.463	0.500	-0.030
25	15.222	1.037	0.358	0.522
26	16.394	0.665	0.516	0.520
27	17.134	0.998	0.686	0.528
28	18.164	0.568	0.360	0.496
29	18.764	0.300	0.462	0.493
30	19.264	0.236	0.551	0.546
31	19.532	0.468	0.664	0.502
32	20.032	0.468	0.749	0.502
33	20.532	0.732	0.525	0.452
34	21.332	0.132	0.462	-0.024
35	21.532	0.168	0.415	0.509
36	21.764	0.500	0.327	0.526
37	22.300	0.200	0.430	0.529
38	22.532	0.432	0.541	0.509
39	23.000	0.464	0.625	0.525
40	23.532	0.468	0.433	0.531
41	24.132	0.400	-0.255	0.469
42	24.700	1.832	0.480	0.549
43	26.600	1.232	0.452	0.637
44	27.864	0.268	0.504	0.527
45	28.332	1.532	0.450	0.589
46	29.900	0.464	0.565	0.569
47	30.800	0.500	0.328	-0.745
48	31.332	0.468	0.406	-0.626
49	32.332	0.668	0.467	0.580
50	33.032	0.200	0.339	0.693
51	33.264	2.568	0.423	0.549
52	35.864	1.168	0.349	0.499
53	37.332	0.168	0.398	0.382
54	37.532	0.500	0.405	0.432
55	38.064	0.668	0.526	0.449
56	38.764	0.200	0.613	0.450
57	39.032	0.532	0.420	0.478
58	39.800	0.364	0.470	0.545
59	40.232	0.332	0.457	0.544
60	40.964	0.600	0.572	0.501
61	41.596	0.200	0.422	0.491
