id	start_time	duration	norm_pos_x	norm_pos_y
0	0.036	0.632	0.306	0.299
1	1.200	0.400	0.117	-0.128
2	1.668	0.668	0.527	0.462
3	2.568	0.168	0.548	0.517
4	2.768	0.168	0.445	0.425
5	2.968	0.168	0.211	0.108
6	3.200	0.800	0.550	0.478
7	4.036	0.164	0.616	0.500
8	4.236	0.164	0.533	0.493
9	4.836	0.464	0.545	0.491
10	5.336	0.164	0.576	0.492
11	5.536	0.364	0.625	0.509
12	5.968	0.168	0.915	0.426
13	6.200	0.536	0.683	0.509
14	6.768	0.368	0.633	0.505
15	7.168	1.400	0.489	0.468
16	8.600	0.168	0.662	0.446
17	8.800	0.236	0.765	0.437
18	9.236	0.364	0.565	0.446
19	9.636	0.432	0.477	0.463
20	10.136	0.300	0.722	0.468
21	10.468	0.332	0.656	0.427
22	10.868	0.400	0.517	0.346
23	11.300	0.336	0.449	0.385
24	11.700	0.268	0.682	0.411
25	12.000	0.268	0.454	0.413
26	12.436	0.332	0.481	0.442
27	12.800	0.300	0.556	0.326
28	13.136	0.300	0.449	0.265
29	13.468	0.400	0.655	0.342
30	13.900	0.200	0.766	0.603
31	14.236	0.200	0.765	0.520
32	14.500	0.600	0.467	0.473
33	15.300	0.568	0.513	0.429
34	15.936	0.232	0.490	0.253
35	16.236	0.364	0.602	-0.318
36	16.668	0.800	0.672	0.411
37	17.568	0.264	0.724	0.110
38	17.968	0.264	0.662	-0.239
39	18.268	0.232	0.594	-0.276
40	18.568	0.300	0.696	0.444
41	18.900	0.200	0.791	0.603
42	19.132	0.236	0.795	0.594
43	19.400	0.232	1.016	0.899
44	19.868	0.332	0.429	0.461
45	20.268	0.232	0.693	0.244
46	20.568	0.332	0.258	-0.154
47	20.968	0.400	0.624	-0.231
48	21.468	0.164	0.616	0.469
49	21.832	0.336	0.737	0.530
50	22.232	1.636	0.465	0.475
51	23.900	1.032	0.442	0.476
52	25.100	0.200	0.568	0.448
53	25.332	0.300	0.445	0.454
54	25.800	0.600	0.466	0.493
55	26.432	0.336	0.653	0.412
56	26.800	0.200	0.746	0.445
57	27.168	0.732	0.641	0.487
58	27.932	0.500	0.491	0.458
59	28.468	0.264	0.707	0.439
60	28.900	0.232	0.565	0.486
61	29.232	0.736	0.754	0.454
