time,index,confidence,x_norm,y_norm,base_data
0,0,1,0.556204198288519,0.462221135020565,4592.541263153-0.0
0.036033787000633,0,1,0.556282347469209,0.46254730648014,4592.57729694-0.0
0.067940304000331,1,1,0.555426038810478,0.462137175026069,4592.609203457-0.0
0.099935359000483,2,1,0.545313190203894,0.460091761613462,4592.641198512-0.0
0.145359351000479,3,1,0.544773823667288,0.460848686676563,4592.686622504-0.0
0.173254340999847,4,1,0.545222993756491,0.461318877936346,4592.714517494-0.0
0.201788971000497,5,1,0.547010359006866,0.460609613095688,4592.743052124-0.0
0.339932586000032,9,0.951697519416371,0.519401464046187,0.461422974248423,4592.881195739-0.0
0.478254765999736,13,1,0.510359040592912,0.464139042367666,4593.019517919-0.0
0.499933791999865,14,1,0.508907170892386,0.463148594829567,4593.041196945-0.0
0.535930558000473,15,1,0.495684015234765,0.46193760039586,4593.077193711-0.0
0.567922616000033,16,1,0.495619499835099,0.461111240468682,4593.109185769-0.0
0.599972560999959,17,1,0.494918455828628,0.463595404097692,4593.141235714-0.0
0.635946094000246,18,1,0.494740742879939,0.462792732224074,4593.177209247-0.0
0.667930233000334,19,1,0.495010018764418,0.462985980958184,4593.209193386-0.0
0.699976576000154,20,1,0.494731119188684,0.461862622839403,4593.241239729-0.0
0.735971148999852,21,1,0.495064280630679,0.461737243127722,4593.277234302-0.0
0.767924144000062,22,1,0.495487517939274,0.462488661733106,4593.309187297-0.0
0.799939049000386,23,1,0.533157266398566,0.466564945798211,4593.341202202-0.0
0.841568444000586,24,1,0.532140370519391,0.465139332237438,4593.382831597-0.0
0.867981471000348,25,1,0.531655618752995,0.467596390121354,4593.409244624-0.0
0.899942684000052,26,1,0.531237625833663,0.466796089841161,4593.441205837-0.0
0.935957716999837,27,1,0.53103985557402,0.467739936795812,4593.47722087-0.0
0.967972245000055,28,1,0.530685533638644,0.467610359550609,4593.509235398-0.0
0.999929725000584,29,1,0.510562201726124,0.468697864231324,4593.541192878-0.0
1.04049298600057,30,1,0.512269489435584,0.468327139836436,4593.581756139-0.0
