id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.536	0.548	0.501
1	0.568	0.232	0.393	0.484
2	0.868	1.000	0.580	0.496
3	1.968	0.532	0.901	0.134
4	2.568	0.268	1.018	-0.219
5	2.936	0.764	0.510	0.502
6	3.736	0.264	0.455	0.492
7	4.068	0.400	0.324	0.498
8	4.768	1.868	0.316	0.539
9	6.668	0.168	0.412	0.526
10	7.100	0.400	0.638	0.507
11	7.536	2.432	0.667	0.488
12	10.000	1.500	0.621	0.493
13	11.736	0.364	0.635	0.460
14	12.168	0.300	0.668	0.433
15	12.500	0.368	0.628	0.495
16	12.936	2.200	0.277	0.507
17	15.168	0.300	0.247	0.543
18	15.500	1.700	0.306	0.519
19	17.536	0.232	0.647	0.466
20	17.800	1.668	0.643	0.482
21	19.536	0.164	0.547	0.490
22	19.836	0.500	0.622	0.506
23	20.400	2.568	0.305	0.485
24	23.036	2.964	0.635	0.457
25	26.036	1.032	0.564	0.464
26	27.136	1.532	0.313	0.477
27	28.700	0.168	0.246	0.488
28	28.900	1.068	0.297	0.489
29	30.100	0.168	0.579	0.488
30	30.532	1.136	0.686	0.499
31	31.700	0.568	0.635	0.518
32	32.332	0.268	0.689	0.578
33	32.868	0.300	0.643	0.562
34	33.200	1.868	0.672	0.565
35	35.200	1.232	0.322	0.515
36	36.500	0.968	0.675	0.526
37	37.668	0.164	0.924	0.989
38	37.932	0.600	0.612	0.443
39	38.668	0.400	0.339	0.468
40	39.100	0.168	0.396	0.496
41	39.600	0.168	0.313	0.477
42	39.932	0.800	0.347	0.509
43	40.768	0.532	0.323	0.485
44	41.332	2.236	0.336	0.474
45	43.600	0.200	0.264	0.439
46	43.900	1.768	0.308	0.438
47	45.800	1.532	0.646	0.440
48	47.400	0.432	0.300	0.475
49	48.132	1.000	0.328	0.491
50	49.168	1.100	0.333	0.489
51	50.432	0.268	0.609	0.490
52	51.032	0.268	0.616	0.504
53	51.332	0.236	0.558	0.396
54	51.600	0.268	0.575	0.134
55	51.932	0.300	0.904	-0.143
56	52.432	0.200	0.593	0.413
57	52.700	1.332	0.314	0.481
58	54.068	0.400	0.288	0.505
59	54.500	0.368	0.313	0.493
60	54.900	0.232	0.274	0.509
61	55.200	0.768	0.317	0.509
62	56.264	0.536	0.322	0.527
63	56.864	0.268	0.275	0.521
64	57.164	3.136	0.329	0.507
65	60.364	0.636	0.622	0.484
66	61.032	0.168	0.649	0.478
67	61.532	0.268	0.701	-0.146
68	62.000	0.464	0.627	0.439
69	62.532	0.332	0.675	0.425
70	62.932	0.268	0.512	0.475
71	63.332	0.432	0.457	0.498
72	63.832	0.200	0.504	0.530
73	64.332	1.068	0.529	0.522
74	65.432	0.400	0.512	0.531
75	65.900	1.364	0.646	0.487
76	67.300	0.600	0.629	0.485
77	67.932	1.500	0.613	0.475
78	69.500	0.332	0.667	0.508
79	69.864	0.336	0.356	0.491
80	70.232	0.532	0.340	0.506
81	70.900	0.300	0.618	0.482
82	71.232	0.468	0.668	0.483
83	71.932	0.200	0.635	0.515
84	72.300	0.332	0.597	0.517
85	72.764	0.368	0.337	0.500
86	73.332	0.268	0.633	0.493
87	73.632	2.232	0.638	0.473
88	75.932	0.168	0.403	0.492
89	76.132	0.968	0.303	0.512
90	77.164	0.268	0.652	0.474
91	77.500	0.332	0.613	0.499
92	77.864	0.436	0.672	0.498
93	78.364	0.200	0.608	0.525
94	78.764	1.900	0.674	0.577
95	80.764	0.168	0.633	0.579
96	81.132	0.268	0.626	0.557
97	81.432	0.532	0.609	0.579
98	82.000	0.500	0.610	0.588
