time	x_norm	y_norm
0.000	0.545	0.487
0.036	0.548	0.488
0.068	0.547	0.487
0.100	0.547	0.487
0.136	0.549	0.494
0.168	0.550	0.497
0.200	0.552	0.498
0.236	0.551	0.499
0.268	0.552	0.497
0.300	0.552	0.497
0.336	0.551	0.495
0.368	0.549	0.496
0.400	0.550	0.496
0.436	0.551	0.495
0.468	0.549	0.493
0.500	0.549	0.492
0.536	0.549	0.488
0.568	0.394	0.466
0.636	0.390	0.472
0.668	0.392	0.481
0.700	0.392	0.485
0.736	0.394	0.489
0.768	0.395	0.492
0.800	0.396	0.494
0.868	0.546	0.478
0.900	0.547	0.478
0.936	0.548	0.480
0.968	0.548	0.483
1.000	0.549	0.484
1.036	0.552	0.482
1.068	0.553	0.484
1.100	0.552	0.486
1.136	0.573	0.499
1.168	0.580	0.501
1.200	0.582	0.500
1.236	0.583	0.499
1.268	0.583	0.502
1.300	0.582	0.503
1.336	0.582	0.502
1.368	0.583	0.503
1.400	0.583	0.501
1.436	0.583	0.501
1.468	0.581	0.499
1.500	0.582	0.499
1.536	0.582	0.500
1.568	0.583	0.503
1.600	0.583	0.505
1.636	0.584	0.504
1.668	0.584	0.505
1.700	0.583	0.504
1.736	0.584	0.505
1.768	0.584	0.503
1.800	0.583	0.506
1.836	0.582	0.506
1.868	0.582	0.506
1.900	0.615	0.452
1.936	0.816	0.211
1.968	0.894	0.119
2.000	0.896	0.115
2.036	0.897	0.121
2.068	0.898	0.124
2.100	0.899	0.128
2.136	0.899	0.127
2.168	0.901	0.129
2.200	0.901	0.130
2.236	0.901	0.129
2.268	0.900	0.130
2.300	0.900	0.133
2.336	0.902	0.139
2.368	0.906	0.140
2.400	0.906	0.143
2.436	0.907	0.145
2.468	0.909	0.146
2.500	0.909	0.145
2.568	1.025	-0.228
2.600	1.024	-0.228
2.636	1.021	-0.224
2.668	1.021	-0.217
2.700	1.020	-0.215
2.736	1.019	-0.214
2.768	1.017	-0.213
2.800	1.015	-0.218
2.836	1.014	-0.215
2.936	0.509	0.461
2.968	0.508	0.462
3.000	0.507	0.470
3.036	0.507	0.477
3.068	0.507	0.480
3.100	0.509	0.481
3.136	0.509	0.486
3.168	0.509	0.487
3.200	0.510	0.489
3.236	0.511	0.490
3.268	0.512	0.494
3.300	0.512	0.497
3.336	0.512	0.497
3.368	0.512	0.499
3.400	0.514	0.501
3.436	0.515	0.502
3.468	0.515	0.503
3.500	0.516	0.504
3.536	0.517	0.505
3.568	0.515	0.508
3.600	0.515	0.510
3.636	0.515	0.509
3.668	0.515	0.505
3.700	0.514	0.503
3.736	0.464	0.486
3.800	0.456	0.487
3.836	0.453	0.492
3.868	0.452	0.492
3.900	0.453	0.494
3.936	0.454	0.496
3.968	0.455	0.498
4.000	0.457	0.498
4.068	0.326	0.490
4.100	0.324	0.488
4.136	0.323	0.493
4.168	0.324	0.492
4.200	0.324	0.497
4.236	0.325	0.499
4.268	0.324	0.499
4.300	0.325	0.501
4.336	0.326	0.503
4.368	0.327	0.502
4.400	0.327	0.503
4.436	0.327	0.503
4.468	0.322	0.503
4.500	0.258	0.494
4.536	0.188	0.536
4.600	0.207	0.544
4.636	0.249	0.525
4.700	0.274	0.514
4.768	0.284	0.506
4.800	0.288	0.503
4.836	0.290	0.503
4.868	0.293	0.502
4.900	0.294	0.501
4.936	0.295	0.501
4.968	0.296	0.500
5.000	0.297	0.501
5.036	0.301	0.506
5.068	0.318	0.527
5.100	0.319	0.524
5.136	0.317	0.525
5.168	0.317	0.523
5.200	0.318	0.526
5.236	0.320	0.523
5.268	0.319	0.523
5.300	0.319	0.523
5.336	0.319	0.522
5.368	0.320	0.526
5.400	0.320	0.526
5.436	0.320	0.526
5.468	0.320	0.525
5.500	0.321	0.527
5.536	0.321	0.524
5.568	0.321	0.525
5.600	0.322	0.528
5.636	0.323	0.530
5.668	0.322	0.534
5.700	0.323	0.535
5.736	0.322	0.536
5.768	0.323	0.539
5.800	0.323	0.540
5.836	0.322	0.536
5.868	0.322	0.537
5.900	0.321	0.537
5.936	0.321	0.536
5.968	0.319	0.534
6.000	0.319	0.532
6.036	0.320	0.532
6.068	0.319	0.535
6.100	0.319	0.534
6.136	0.320	0.533
6.168	0.319	0.535
6.200	0.322	0.535
6.236	0.322	0.541
6.268	0.324	0.539
6.300	0.324	0.543
6.336	0.323	0.544
6.368	0.324	0.543
6.400	0.324	0.543
6.436	0.323	0.542
6.468	0.322	0.541
6.500	0.321	0.538
6.536	0.322	0.535
6.568	0.322	0.534
6.600	0.323	0.534
6.636	0.322	0.532
6.668	0.373	0.529
6.700	0.416	0.517
6.768	0.421	0.525
6.800	0.423	0.529
6.836	0.426	0.531
6.868	0.420	0.530
6.900	0.366	0.491
7.100	0.632	0.489
7.200	0.632	0.499
7.268	0.633	0.514
7.300	0.634	0.512
7.336	0.633	0.509
7.368	0.634	0.508
7.400	0.635	0.508
7.436	0.636	0.511
7.468	0.640	0.514
7.500	0.658	0.517
7.536	0.685	0.512
7.568	0.687	0.513
7.636	0.691	0.519
7.668	0.689	0.513
7.700	0.689	0.516
7.736	0.687	0.516
7.768	0.688	0.516
7.800	0.687	0.514
7.836	0.685	0.514
7.868	0.685	0.511
7.900	0.686	0.509
7.936	0.686	0.509
7.968	0.685	0.506
8.000	0.684	0.506
8.036	0.685	0.504
8.068	0.685	0.503
8.100	0.685	0.504
8.136	0.677	0.499
8.168	0.657	0.501
8.200	0.656	0.500
8.236	0.658	0.505
8.268	0.659	0.504
8.300	0.659	0.504
8.336	0.658	0.506
8.368	0.658	0.503
8.400	0.659	0.502
8.436	0.659	0.501
8.468	0.658	0.500
8.500	0.659	0.501
8.536	0.658	0.502
8.568	0.657	0.503
8.600	0.657	0.500
8.636	0.657	0.501
8.668	0.658	0.499
8.700	0.657	0.499
8.736	0.656	0.498
8.768	0.655	0.499
8.800	0.656	0.496
8.836	0.656	0.494
8.868	0.653	0.493
8.900	0.653	0.490
8.936	0.654	0.489
8.968	0.653	0.490
9.000	0.653	0.492
9.036	0.652	0.489
9.068	0.655	0.487
9.100	0.653	0.490
9.136	0.655	0.489
9.168	0.654	0.489
9.200	0.654	0.488
9.236	0.655	0.489
9.268	0.655	0.487
9.300	0.660	0.486
9.336	0.688	0.491
9.368	0.687	0.489
9.400	0.687	0.491
9.436	0.688	0.489
9.468	0.687	0.493
9.500	0.686	0.490
9.536	0.685	0.492
9.568	0.685	0.487
9.600	0.683	0.485
9.636	0.684	0.483
9.668	0.682	0.481
9.700	0.663	0.464
9.736	0.662	0.461
9.768	0.664	0.469
9.800	0.666	0.474
9.836	0.666	0.475
9.868	0.667	0.477
