id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.900	0.351	0.372
1	0.968	1.364	0.644	0.343
2	2.368	1.964	0.618	0.262
3	4.368	0.232	0.294	0.276
4	4.632	2.900	0.309	0.331
5	15.332	1.700	0.508	0.344
6	17.432	0.236	0.140	0.407
7	23.464	2.700	0.524	0.366
8	26.332	0.868	0.144	0.386
9	27.264	1.036	0.518	0.311
10	28.500	0.764	0.193	0.377
11	29.364	1.668	0.149	0.316
12	31.064	1.268	0.189	0.368
13	32.400	1.332	0.146	0.309
14	33.764	0.368	0.185	0.262
15	34.164	0.468	0.552	0.281
16	34.864	0.168	0.569	0.339
17	35.064	0.700	0.554	0.295
18	35.832	1.732	0.212	0.286
19	37.600	2.532	0.264	0.206
20	40.232	0.168	0.306	0.200
21	42.564	1.900	0.622	0.191
22	45.132	0.932	0.265	0.232
23	46.100	1.132	0.618	0.215
24	47.464	0.336	0.266	0.242
25	47.932	1.632	0.283	0.241
26	49.632	0.468	0.640	0.259
27	51.464	0.600	0.494	0.404
28	52.096	0.236	0.343	0.428
29	52.396	0.868	0.538	0.391
30	53.296	0.536	0.579	0.353
31	54.032	0.900	0.568	0.400
32	55.064	2.132	0.161	0.391
33	57.332	0.700	0.204	0.413
34	58.096	1.900	0.542	0.402
35	60.032	1.400	0.609	0.374
36	61.464	0.668	0.581	0.403
37	62.196	0.400	0.232	0.440
38	62.632	0.700	0.245	0.396
39	63.364	0.932	0.285	0.293
40	64.332	1.464	0.309	0.340
41	65.896	0.900	0.616	0.350
42	66.864	1.868	0.306	0.335
43	68.764	1.768	0.630	0.324
44	70.596	0.300	0.288	0.317
45	70.932	0.932	0.583	0.331
46	71.896	0.500	0.670	0.315
47	72.432	0.232	0.593	0.305
48	72.732	0.264	0.246	0.268
49	73.064	0.500	0.286	0.322
50	73.632	0.364	0.503	0.300
51	74.064	0.332	0.270	0.302
52	74.432	0.464	0.628	0.299
53	74.932	1.564	0.284	0.309
54	76.532	0.300	0.235	0.336
55	76.864	0.900	0.298	0.333
56	77.832	0.200	0.637	0.311
57	78.464	0.300	0.263	0.335
58	78.996	1.932	0.615	0.328
59	80.996	0.200	0.339	0.365
60	81.228	0.400	0.243	0.379
61	81.664	1.532	0.610	0.351
62	83.228	1.068	0.287	0.372
63	84.328	0.236	0.214	0.374
64	84.596	1.768	0.280	0.366
65	86.396	0.232	0.239	0.389
66	86.664	0.300	0.315	0.393
67	86.996	0.900	0.282	0.396
68	87.928	0.600	0.249	0.379
69	88.564	3.164	0.309	0.385
70	91.796	0.168	0.626	0.380
71	91.996	1.332	0.324	0.345
72	93.396	0.400	0.583	0.378
73	93.828	0.768	0.646	0.369
74	94.628	0.400	0.611	0.399
75	95.064	0.232	0.298	0.370
76	95.328	0.400	0.255	0.339
77	95.864	1.300	0.657	0.336
78	97.196	3.468	0.617	0.320
79	100.696	0.932	0.666	0.345
80	101.696	1.300	0.286	0.358
81	103.028	0.668	0.244	0.318
82	103.728	0.636	0.322	0.320
83	104.396	0.632	0.266	0.271
84	105.064	0.300	0.295	0.297
85	105.396	0.368	0.246	0.267
86	105.796	0.268	0.306	0.316
87	106.096	0.268	0.240	0.301
88	106.396	0.168	0.335	0.295
89	106.628	0.668	0.656	0.233
90	107.496	0.300	0.305	0.250
91	107.828	0.168	0.617	0.237
92	108.164	0.564	0.400	0.252
93	108.864	0.200	0.587	0.261
94	109.096	0.468	0.330	0.256
95	109.596	0.200	0.329	0.275
96	109.828	0.368	0.292	0.248
97	110.228	0.268	0.345	0.266
98	110.528	0.168	0.280	0.242
99	110.728	0.768	0.354	0.306
100	111.528	0.300	0.279	0.319
101	111.860	0.236	0.351	0.306
102	112.128	0.500	0.674	0.306
103	112.696	0.600	0.299	0.321
104	113.328	0.200	0.642	0.327
105	113.560	0.800	0.321	0.353
106	114.428	0.200	0.543	0.354
107	114.660	0.300	0.666	0.332
108	115.028	0.268	0.338	0.331
109	115.360	1.436	0.677	0.363
110	116.860	0.368	0.350	0.359
111	117.296	0.564	0.641	0.357
112	117.928	0.632	0.343	0.381
113	118.596	0.264	0.643	0.365
114	118.928	0.300	0.379	0.338
115	119.296	0.332	0.659	0.354
116	119.660	0.600	0.339	0.357
117	120.296	0.432	0.655	0.366
118	120.760	0.736	0.673	0.345
119	121.528	0.332	0.379	0.368
120	122.028	1.232	0.668	0.391
121	123.328	0.232	0.393	0.380
122	123.628	0.632	0.644	0.371
123	124.328	0.532	0.354	0.369
124	124.963	1.133	0.662	0.372
125	126.160	0.568	0.333	0.425
126	126.828	0.368	0.661	0.392
127	127.260	2.568	0.363	0.399
128	129.860	0.300	0.266	0.432
129	130.196	0.332	0.357	0.412
130	130.596	0.564	0.687	0.369
