id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.268	0.498	0.567
1	0.300	0.200	0.381	0.566
2	0.532	0.768	0.453	0.046
3	1.332	0.300	0.529	0.038
4	1.700	0.500	0.443	0.527
5	2.232	1.236	0.375	0.575
6	3.500	0.468	0.524	0.536
7	4.000	1.368	0.366	0.529
8	5.400	0.932	0.491	0.512
9	6.368	1.000	0.373	0.524
12	8.100	0.600	0.557	0.475
13	8.732	0.436	0.599	0.123
14	9.332	0.168	0.670	0.365
15	9.532	0.536	0.619	0.022
16	10.232	0.236	1.005	-0.240
17	10.932	0.136	1.646	-0.977
18	11.500	0.232	1.530	-1.596
19	13.432	0.168	0.560	0.082
20	13.768	0.400	0.023	0.525
21	14.232	0.600	0.527	0.042
22	15.132	0.200	0.585	0.532
23	15.368	0.232	0.657	0.554
24	15.632	0.536	0.387	0.567
25	16.200	0.268	0.480	0.554
26	16.500	0.300	0.639	0.546
27	16.832	0.300	0.438	0.587
28	17.300	0.200	0.569	0.378
29	17.532	0.236	0.660	0.092
30	17.832	0.768	0.515	0.563
31	18.668	0.232	0.501	0.937
32	18.968	0.100	0.522	0.591
33	19.168	0.400	0.955	1.268
34	19.668	0.664	0.433	0.622
35	20.368	0.664	0.449	0.572
36	21.132	0.300	0.602	0.592
37	21.468	1.000	0.373	0.582
38	22.500	0.368	0.466	0.564
39	22.900	0.400	0.525	0.566
40	23.332	0.468	0.658	0.559
41	23.832	0.568	0.347	0.513
42	24.432	0.668	0.494	0.515
43	25.132	0.268	0.588	0.513
44	25.432	0.436	0.470	0.527
45	25.900	0.168	0.627	0.522
46	26.100	0.200	0.633	0.515
47	26.332	1.768	0.485	0.464
48	28.132	0.332	0.480	0.039
49	28.500	0.864	0.456	0.549
50	29.400	0.464	0.326	0.567
51	29.932	0.532	0.426	0.564
52	30.500	0.532	0.482	0.562
53	31.064	0.168	0.582	0.559
54	31.300	1.132	0.614	0.578
55	32.464	0.168	0.693	0.555
56	32.700	0.800	0.344	0.515
57	33.532	0.468	0.482	0.511
58	34.032	0.500	0.510	0.515
59	34.564	0.436	0.612	0.523
60	35.032	0.332	0.689	0.520
61	35.400	0.132	0.623	0.545
62	35.632	0.800	0.446	0.582
63	36.464	0.400	0.331	0.585
64	36.932	0.532	0.455	0.575
65	37.500	0.664	0.560	0.565
66	38.200	0.932	0.700	0.558
67	39.232	0.532	0.367	0.538
68	39.800	1.500	0.487	0.527
69	41.332	0.600	0.641	0.511
70	41.964	0.168	0.721	0.509
71	42.164	0.836	0.516	0.501
72	43.032	0.532	0.444	0.569
73	43.600	0.164	0.537	0.565
74	43.800	0.500	0.626	0.562
75	44.332	0.368	0.440	0.582
76	44.832	0.800	0.536	0.580
77	45.664	0.236	0.443	0.570
78	46.100	0.500	0.448	0.582
79	46.632	0.368	0.485	0.566
80	47.100	0.164	0.506	1.041
81	47.332	0.268	1.012	1.209
82	47.732	0.600	0.503	0.511
83	48.364	0.936	0.468	0.548
84	49.332	0.100	0.552	0.573
