time,index,confidence,x_norm,y_norm,base_data
0,2,1,0.523935647600277,0.484600529686837,4901.264362295-0.0
0.0330703489999,3,1,0.522153100866133,0.485710719143565,4901.297432644-0.0
0.06684618700001,4,1,0.519771922598603,0.483839023696923,4901.331208482-0.0
0.096981067999877,5,1,0.518187623878115,0.48295910115193,4901.361343363-0.0
0.133027367999603,6,1,0.51707603544334,0.479916384245897,4901.397389663-0.0
0.164988251999603,7,1,0.516031109323114,0.478982981188391,4901.429350547-0.0
0.19700500900035,8,1,0.515918096792427,0.479701069855544,4901.461367304-0.0
0.233007662000091,9,1,0.516210144726001,0.479501403412431,4901.497369957-0.0
0.26500759999999,10,1,0.518965673897292,0.478442048708118,4901.529369895-0.0
0.297001072000057,11,1,0.543470791274906,0.48046371003516,4901.561363367-0.0
0.343882052000481,12,1,0.542847080022274,0.482865170931778,4901.608244347-0.0
0.365049877999809,13,1,0.542919406774408,0.482160433260379,4901.629412173-0.0
0.397009051000168,14,1,0.542532499636831,0.481862160809463,4901.661371346-0.0
0.4330299559997,15,1,0.542284000378473,0.481777565788384,4901.697392251-0.0
0.464991208999891,16,1,0.572447588052076,0.484102217374087,4901.729353504-0.0
0.519028544000321,17,0.980320051951024,0.572461418623304,0.484617607172501,4901.783390839-0.0
0.548549899000136,18,1,0.572287284958792,0.485651966319082,4901.812912194-0.0
0.577705528000479,19,1,0.572033590941785,0.486826465228704,4901.842067823-0.0
0.60773583900027,20,1,0.571800209265169,0.487436074941758,4901.872098134-0.0
0.637135629000113,21,1,0.571504127427007,0.487358291974521,4901.901497924-0.0
0.666587591999814,22,1,0.542601812938895,0.485154631871149,4901.930949887-0.0
0.703039431000434,23,1,0.519706569276317,0.483219786880664,4901.967401726-0.0
0.781649747999836,24,1,0.519153062463838,0.485654181017495,4902.046012043-0.0
0.811174964000202,25,1,0.518364799895406,0.486464880787064,4902.075537259-0.0
0.833866834000219,26,1,0.518002538567716,0.488076656931408,4902.098229129-0.0
0.863903850000497,27,1,0.517253711781034,0.488741610019217,4902.128266145-0.0
0.893972904000293,28,1,0.517304223560774,0.489166882911103,4902.158335199-0.0
0.924126044000332,29,1,0.517390942808849,0.488932769979206,4902.188488339-0.0
0.952662882999903,30,1,0.517405118486099,0.488870104298567,4902.217025178-0.0
