time	x_norm	y_norm
0.000	0.486	0.399
0.033	0.492	0.402
0.067	0.498	0.399
0.097	0.504	0.398
0.133	0.508	0.391
0.165	0.513	0.388
0.197	0.513	0.390
0.233	0.512	0.390
0.265	0.505	0.388
0.297	0.432	0.392
0.344	0.433	0.398
0.365	0.433	0.396
0.397	0.434	0.395
0.433	0.435	0.395
0.465	0.346	0.400
0.519	0.346	0.401
0.549	0.346	0.404
0.578	0.347	0.407
0.608	0.347	0.410
0.637	0.348	0.410
0.667	0.433	0.404
0.703	0.501	0.398
0.782	0.502	0.405
0.811	0.505	0.409
0.834	0.506	0.413
0.864	0.507	0.414
0.894	0.507	0.416
0.924	0.507	0.415
0.953	0.507	0.415
0.973	0.508	0.410
0.997	0.505	0.413
1.033	0.503	0.411
1.065	0.505	0.413
1.097	0.504	0.411
1.133	0.503	0.408
1.165	0.505	0.407
1.197	0.504	0.406
1.233	0.503	0.404
1.265	0.504	0.405
1.297	0.502	0.405
1.333	0.502	0.403
1.365	0.503	0.400
1.397	0.431	0.391
1.433	0.307	0.397
1.471	0.306	0.396
1.497	0.307	0.400
1.533	0.308	0.401
1.565	0.308	0.399
1.597	0.307	0.404
1.633	0.468	0.382
1.675	0.578	0.380
1.716	0.579	0.380
1.746	0.580	0.386
1.775	0.583	0.384
1.804	0.581	0.384
1.833	0.583	0.383
1.865	0.441	0.382
1.908	0.320	0.389
1.950	0.318	0.389
1.970	0.318	0.391
1.998	0.318	0.394
2.033	0.318	0.392
2.065	0.317	0.391
2.097	0.294	0.374
2.244	0.504	0.384
2.287	0.511	0.379
2.315	0.517	0.376
2.344	0.522	0.373
2.373	0.522	0.371
2.403	0.523	0.371
2.433	0.522	0.372
2.465	0.522	0.371
2.497	0.517	0.365
2.533	0.287	0.390
2.565	0.287	0.390
2.597	0.286	0.393
2.633	0.285	0.399
2.665	0.286	0.400
2.697	0.288	0.401
2.729	0.288	0.397
2.765	0.288	0.400
2.797	0.492	0.374
2.837	0.490	0.378
2.867	0.492	0.382
2.897	0.493	0.382
2.929	0.494	0.385
2.965	0.495	0.383
2.997	0.493	0.384
3.029	0.308	0.385
3.072	0.311	0.390
3.103	0.309	0.395
3.130	0.309	0.395
3.165	0.309	0.396
3.197	0.311	0.396
3.229	0.311	0.397
3.265	0.309	0.397
3.297	0.311	0.400
3.329	0.311	0.398
3.365	0.311	0.401
3.397	0.311	0.400
3.429	0.311	0.395
3.465	0.494	0.371
3.516	0.545	0.376
3.576	0.548	0.380
3.606	0.549	0.382
3.635	0.549	0.382
3.665	0.549	0.384
3.693	0.548	0.386
3.771	0.296	0.382
3.811	0.294	0.382
3.842	0.292	0.386
3.872	0.292	0.384
3.901	0.292	0.384
3.928	0.294	0.386
3.953	0.295	0.388
3.973	0.295	0.385
3.997	0.294	0.384
4.029	0.296	0.383
4.065	0.293	0.385
4.097	0.294	0.385
4.129	0.294	0.384
4.165	0.295	0.384
4.197	0.295	0.386
4.229	0.294	0.384
4.265	0.294	0.387
4.297	0.296	0.388
4.329	0.296	0.390
4.365	0.296	0.389
4.397	0.296	0.389
4.429	0.518	0.373
4.472	0.542	0.375
4.512	0.546	0.376
4.542	0.545	0.376
4.572	0.544	0.379
4.601	0.544	0.380
4.629	0.544	0.378
4.665	0.539	0.373
4.697	0.270	0.363
4.744	0.274	0.364
4.774	0.272	0.366
4.804	0.272	0.369
4.833	0.272	0.370
4.865	0.273	0.372
4.897	0.273	0.372
4.929	0.274	0.375
4.965	0.275	0.372
4.997	0.274	0.372
5.029	0.275	0.372
5.065	0.274	0.370
5.097	0.404	0.370
5.141	0.536	0.359
5.180	0.538	0.362
5.210	0.539	0.361
5.241	0.540	0.361
5.270	0.539	0.363
5.300	0.539	0.361
5.329	0.539	0.361
5.365	0.539	0.357
5.397	0.538	0.357
5.429	0.290	0.357
5.473	0.292	0.359
5.503	0.291	0.359
5.531	0.290	0.362
5.565	0.290	0.366
5.597	0.290	0.362
5.629	0.291	0.364
5.665	0.289	0.365
5.697	0.287	0.363
5.729	0.288	0.365
5.765	0.286	0.364
5.797	0.287	0.364
5.829	0.287	0.365
5.865	0.286	0.368
5.897	0.288	0.364
5.929	0.288	0.365
5.965	0.287	0.365
5.997	0.288	0.365
6.029	0.288	0.365
6.065	0.287	0.367
6.097	0.286	0.368
6.129	0.288	0.369
6.165	0.287	0.370
6.197	0.289	0.370
6.229	0.289	0.374
6.265	0.290	0.370
6.297	0.290	0.369
6.329	0.289	0.367
6.365	0.288	0.372
6.397	0.287	0.370
6.429	0.287	0.369
6.465	0.286	0.371
6.497	0.288	0.371
6.529	0.287	0.371
6.565	0.286	0.368
6.597	0.286	0.369
6.629	0.285	0.365
6.665	0.285	0.368
6.697	0.287	0.366
6.729	0.286	0.367
6.765	0.286	0.366
6.797	0.287	0.365
6.829	0.287	0.365
6.865	0.289	0.367
6.897	0.289	0.370
6.929	0.392	0.361
6.992	0.480	0.354
7.024	0.483	0.361
7.044	0.483	0.362
7.065	0.487	0.367
7.097	0.486	0.371
7.129	0.485	0.368
7.165	0.486	0.368
7.197	0.486	0.368
7.229	0.487	0.367
7.265	0.564	0.384
7.312	0.565	0.384
7.341	0.566	0.382
7.370	0.566	0.382
7.399	0.566	0.384
7.429	0.567	0.384
7.465	0.566	0.379
7.497	0.567	0.377
7.529	0.328	0.350
7.569	0.310	0.352
7.599	0.309	0.353
7.629	0.307	0.357
7.665	0.308	0.359
7.697	0.309	0.361
7.729	0.310	0.361
7.765	0.311	0.358
7.797	0.308	0.359
7.829	0.286	0.340
7.965	0.275	0.421
8.010	0.279	0.419
8.032	0.284	0.408
8.065	0.288	0.406
8.097	0.290	0.404
8.129	0.291	0.399
8.165	0.292	0.402
8.197	0.293	0.397
8.229	0.292	0.394
8.265	0.294	0.394
8.297	0.295	0.390
8.329	0.295	0.388
8.365	0.295	0.393
8.397	0.297	0.395
8.429	0.297	0.395
8.465	0.297	0.398
8.497	0.297	0.396
8.529	0.297	0.398
8.565	0.297	0.398
8.597	0.300	0.400
8.629	0.298	0.401
8.665	0.328	0.392
8.723	0.572	0.387
8.762	0.573	0.391
8.787	0.573	0.394
8.817	0.574	0.395
8.845	0.575	0.398
8.875	0.574	0.398
8.897	0.574	0.400
8.929	0.575	0.398
8.965	0.505	0.390
9.008	0.509	0.390
9.029	0.507	0.388
9.065	0.507	0.394
9.133	0.283	0.403
9.165	0.285	0.403
9.197	0.284	0.409
9.229	0.285	0.414
9.265	0.285	0.414
9.297	0.285	0.415
9.329	0.285	0.417
9.365	0.286	0.416
9.397	0.286	0.419
9.429	0.286	0.420
9.465	0.286	0.419
9.497	0.287	0.420
9.529	0.288	0.418
9.565	0.288	0.420
9.597	0.289	0.419
9.629	0.288	0.418
9.665	0.289	0.416
9.697	0.288	0.414
9.729	0.289	0.414
9.765	0.289	0.419
9.797	0.290	0.418
9.829	0.289	0.417
9.865	0.289	0.417
9.897	0.290	0.417
9.929	0.289	0.416
9.965	0.287	0.414
9.997	0.289	0.412
10.029	0.286	0.411
10.065	0.286	0.411
10.097	0.287	0.410
10.129	0.287	0.410
10.165	0.286	0.409
10.197	0.285	0.407
10.229	0.294	0.408
10.265	0.324	0.423
10.310	0.325	0.419
10.329	0.324	0.417
10.365	0.324	0.417
10.397	0.324	0.415
10.429	0.325	0.412
10.465	0.323	0.409
10.497	0.323	0.408
10.529	0.324	0.408
10.565	0.324	0.409
10.597	0.326	0.406
10.629	0.325	0.407
10.665	0.322	0.408
10.697	0.267	0.401
10.737	0.266	0.400
10.765	0.266	0.401
10.797	0.267	0.400
10.829	0.267	0.402
10.865	0.268	0.404
10.897	0.268	0.402
10.929	0.268	0.403
10.965	0.268	0.403
10.997	0.390	0.401
11.037	0.457	0.406
11.077	0.458	0.405
11.107	0.457	0.411
11.137	0.459	0.410
11.165	0.459	0.407
11.197	0.458	0.406
11.229	0.459	0.401
11.265	0.457	0.405
11.297	0.458	0.401
11.329	0.457	0.402
11.365	0.458	0.397
11.397	0.456	0.400
11.429	0.386	0.388
11.470	0.284	0.376
11.512	0.285	0.376
11.541	0.284	0.381
11.569	0.283	0.383
11.597	0.284	0.386
11.629	0.285	0.387
11.665	0.285	0.384
11.697	0.285	0.384
11.729	0.283	0.384
11.765	0.457	0.384
11.807	0.482	0.386
11.850	0.486	0.386
11.876	0.489	0.384
11.906	0.488	0.387
11.936	0.487	0.385
11.965	0.489	0.385
11.997	0.489	0.388
12.029	0.490	0.384
12.065	0.547	0.381
12.105	0.562	0.384
12.156	0.566	0.384
12.182	0.568	0.385
12.211	0.569	0.384
12.240	0.570	0.385
12.270	0.526	0.370
12.325	0.288	0.387
12.377	0.289	0.388
12.406	0.286	0.391
12.438	0.285	0.393
12.469	0.285	0.394
12.496	0.286	0.395
