time	x_norm	y_norm
0.000	0.482	0.698
0.032	0.481	0.695
0.068	0.484	0.693
0.100	0.482	0.697
0.132	0.483	0.693
0.168	0.468	0.706
0.200	0.483	0.688
0.232	0.467	0.702
0.268	0.470	0.701
0.300	0.470	0.697
0.332	0.470	0.694
0.368	0.487	0.679
0.400	0.486	0.681
0.432	0.431	0.650
0.468	0.427	0.649
0.500	0.424	0.654
0.532	0.422	0.651
0.568	0.422	0.654
0.600	0.422	0.657
0.632	0.404	0.671
0.668	0.404	0.672
0.700	0.422	0.659
0.732	0.422	0.660
0.968	0.494	0.711
1.000	0.485	0.707
1.032	0.463	0.720
1.068	0.470	0.700
1.100	0.448	0.712
1.132	0.462	0.688
1.168	0.445	0.697
1.300	0.962	0.601
1.332	0.964	0.601
1.368	0.964	0.600
1.400	0.967	0.603
1.432	0.969	0.602
1.468	0.971	0.594
1.500	0.970	0.591
1.532	0.969	0.613
1.568	0.972	0.614
1.600	0.972	0.622
1.632	0.973	0.623
1.668	0.971	0.633
1.700	0.973	0.627
1.732	0.971	0.640
1.768	0.974	0.628
1.800	0.977	0.629
1.932	1.045	0.617
1.968	1.044	0.631
2.000	1.045	0.632
2.032	1.046	0.633
2.068	1.045	0.636
2.100	1.047	0.639
2.132	1.047	0.640
2.168	1.048	0.643
2.200	1.046	0.645
2.300	0.505	0.649
2.368	0.505	0.668
2.600	0.528	0.650
2.632	0.523	0.644
2.668	0.517	0.644
2.700	0.514	0.642
2.732	0.513	0.642
2.768	0.513	0.641
2.832	0.507	0.624
2.868	0.513	0.509
2.900	0.514	0.506
2.932	0.513	0.509
2.968	0.513	0.512
3.000	0.510	0.516
3.032	0.511	0.514
3.068	0.601	0.493
3.100	0.604	0.497
3.132	0.602	0.499
3.168	0.603	0.500
3.232	0.602	0.501
3.268	0.599	0.487
3.300	0.535	0.102
3.332	0.544	0.069
3.368	0.545	0.071
3.400	0.549	0.075
3.432	0.551	0.075
3.468	0.546	0.060
3.532	0.542	0.032
3.568	0.542	0.030
3.600	0.542	0.027
3.632	0.544	0.026
3.668	0.545	0.026
3.700	0.571	0.037
3.900	0.459	0.470
3.932	0.454	0.467
3.968	0.449	0.461
4.000	0.448	0.463
4.032	0.414	0.516
4.068	0.414	0.516
4.100	0.413	0.512
4.132	0.413	0.511
4.168	0.413	0.513
4.200	0.413	0.512
4.232	0.412	0.512
4.268	0.411	0.517
4.300	0.412	0.513
4.332	0.387	0.517
4.368	0.388	0.516
4.400	0.387	0.519
4.432	0.387	0.519
