id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.164	0.603	0.376
1	0.605	0.359	0.469	0.378
2	1.300	0.432	0.605	0.380
3	1.764	0.168	0.466	0.379
4	2.143	0.557	0.534	0.375
5	2.732	0.232	0.608	0.391
6	3.001	0.163	0.521	0.386
7	3.208	0.192	0.428	0.399
8	3.608	0.255	0.617	0.355
9	3.911	0.421	0.469	0.349
10	4.364	0.168	0.351	0.361
11	4.564	0.200	0.523	0.312
12	4.800	0.232	0.424	0.315
13	5.064	0.368	0.485	0.340
14	5.641	0.391	0.635	0.405
15	6.064	0.368	0.496	0.387
16	6.678	0.222	0.301	0.417
17	6.969	0.231	0.637	0.350
18	7.232	0.168	0.551	0.354
19	7.464	0.268	0.440	0.360
20	7.764	0.636	0.312	0.368
21	8.600	0.232	0.652	0.392
22	8.864	0.536	0.524	0.399
23	9.432	0.268	0.447	0.409
24	9.732	0.200	0.391	0.412
25	9.964	0.268	0.516	0.408
26	10.600	0.332	0.386	0.412
27	10.964	0.368	0.679	0.359
28	11.364	0.168	0.605	0.369
29	11.564	0.236	0.482	0.368
30	11.832	0.168	0.553	0.366
31	12.032	0.200	0.306	0.366
32	12.400	0.432	0.470	0.328
33	12.868	0.196	0.530	0.403
34	13.306	0.355	0.396	0.434
35	13.682	0.382	0.556	0.418
36	14.100	0.264	0.464	0.408
37	14.400	0.164	0.336	0.415
38	15.173	0.191	0.479	0.424
39	15.650	0.182	0.619	0.389
40	15.911	0.153	0.310	0.375
41	16.135	0.265	0.646	0.358
42	16.432	0.300	0.347	0.399
43	17.038	0.194	0.964	0.389
44	17.664	0.168	0.607	0.375
45	17.874	0.226	0.304	0.379
46	18.472	0.291	0.316	0.402
47	18.800	0.232	0.629	0.399
48	19.142	0.191	0.541	0.387
49	19.406	0.162	0.286	0.397
50	19.702	0.530	0.715	0.412
51	20.264	0.236	0.651	0.424
52	20.571	0.161	0.286	0.440
53	20.764	0.300	0.642	0.351
54	21.138	0.262	0.381	0.389
55	21.432	0.168	0.312	0.404
56	21.676	0.356	0.638	0.387
57	22.069	0.863	0.299	0.389
58	23.164	3.000	0.304	0.366
59	26.343	1.152	0.294	0.353
60	27.532	0.832	0.577	0.341
