time	x_norm	y_norm
0.000	0.344	0.374
0.032	0.344	0.376
0.068	0.342	0.371
0.100	0.344	0.372
0.132	0.345	0.368
0.168	0.347	0.370
0.200	0.347	0.369
0.232	0.350	0.365
0.268	0.350	0.369
0.300	0.352	0.369
0.332	0.351	0.367
0.368	0.350	0.367
0.400	0.351	0.365
0.432	0.348	0.367
0.468	0.350	0.368
0.500	0.350	0.370
0.532	0.353	0.370
0.568	0.355	0.370
0.600	0.352	0.370
0.632	0.354	0.368
0.668	0.354	0.369
0.700	0.352	0.369
0.732	0.352	0.370
0.768	0.351	0.370
0.800	0.353	0.367
0.832	0.349	0.367
0.868	0.349	0.369
0.900	0.345	0.368
0.932	0.397	0.360
0.968	0.656	0.365
1.000	0.656	0.369
1.032	0.656	0.369
1.068	0.655	0.374
1.100	0.656	0.373
1.132	0.655	0.377
1.168	0.654	0.378
1.200	0.653	0.382
1.232	0.651	0.382
1.268	0.651	0.382
1.300	0.649	0.385
1.332	0.648	0.387
1.368	0.647	0.386
1.400	0.645	0.386
1.432	0.646	0.387
1.468	0.646	0.382
1.500	0.645	0.383
1.532	0.645	0.390
1.568	0.643	0.382
1.600	0.642	0.384
1.632	0.640	0.379
1.668	0.635	0.376
1.732	0.630	0.386
1.768	0.625	0.381
1.800	0.622	0.369
1.832	0.618	0.362
1.868	0.617	0.358
1.900	0.617	0.351
1.932	0.621	0.347
1.968	0.624	0.338
2.000	0.629	0.333
2.032	0.631	0.328
2.068	0.635	0.316
2.100	0.630	0.315
2.132	0.629	0.311
2.168	0.630	0.300
2.200	0.628	0.300
2.232	0.630	0.294
2.268	0.635	0.289
2.300	0.637	0.283
2.332	0.637	0.282
2.368	0.635	0.276
2.400	0.636	0.273
2.432	0.634	0.270
2.468	0.632	0.271
2.500	0.629	0.268
2.532	0.615	0.254
2.568	0.616	0.255
2.600	0.616	0.251
2.632	0.617	0.248
2.668	0.617	0.251
2.700	0.620	0.248
2.732	0.620	0.250
2.768	0.618	0.248
2.800	0.618	0.249
2.832	0.617	0.250
2.868	0.615	0.251
2.900	0.615	0.251
2.932	0.611	0.251
2.968	0.613	0.249
3.000	0.613	0.250
3.032	0.610	0.254
3.068	0.613	0.254
3.100	0.614	0.257
3.132	0.613	0.260
3.168	0.616	0.255
3.200	0.616	0.253
3.232	0.613	0.256
3.268	0.612	0.255
3.300	0.612	0.255
3.332	0.614	0.256
3.368	0.622	0.260
3.400	0.628	0.263
3.432	0.631	0.265
3.468	0.629	0.265
3.500	0.630	0.265
3.532	0.631	0.264
3.568	0.631	0.268
3.600	0.630	0.271
3.632	0.628	0.272
3.668	0.630	0.273
3.700	0.632	0.274
3.732	0.630	0.276
3.768	0.629	0.273
3.800	0.626	0.275
3.832	0.625	0.274
3.868	0.625	0.273
3.900	0.622	0.273
3.932	0.624	0.276
3.968	0.626	0.276
4.000	0.628	0.275
4.032	0.628	0.275
4.068	0.630	0.276
4.100	0.630	0.272
4.132	0.632	0.270
4.168	0.632	0.275
4.200	0.632	0.275
4.232	0.633	0.277
4.268	0.633	0.275
4.300	0.634	0.274
4.332	0.623	0.276
4.368	0.333	0.259
4.400	0.290	0.265
4.432	0.289	0.272
4.468	0.289	0.277
4.500	0.285	0.281
4.532	0.287	0.281
4.568	0.286	0.285
4.600	0.283	0.283
4.632	0.284	0.287
4.668	0.283	0.282
4.700	0.284	0.288
4.732	0.285	0.293
4.768	0.303	0.330
4.800	0.304	0.332
4.832	0.303	0.333
4.868	0.305	0.329
4.900	0.302	0.335
4.932	0.302	0.330
4.968	0.302	0.326
5.000	0.303	0.329
5.068	0.313	0.325
5.100	0.319	0.319
5.132	0.317	0.325
5.168	0.319	0.322
5.200	0.319	0.322
5.232	0.320	0.323
5.268	0.316	0.328
5.300	0.314	0.331
5.332	0.309	0.334
5.368	0.311	0.333
5.400	0.309	0.330
5.432	0.305	0.334
5.468	0.305	0.329
5.500	0.301	0.334
5.532	0.301	0.337
5.568	0.301	0.335
5.600	0.306	0.331
5.632	0.310	0.333
5.668	0.310	0.332
5.700	0.309	0.333
5.732	0.307	0.335
5.768	0.305	0.339
5.800	0.304	0.339
5.832	0.302	0.336
5.868	0.301	0.339
5.900	0.303	0.335
5.932	0.306	0.335
5.968	0.308	0.334
