time	x_norm	y_norm
0.000	0.491	0.386
0.036	0.490	0.388
0.068	0.490	0.388
0.100	0.488	0.396
0.136	0.487	0.394
0.168	0.503	0.391
0.200	0.509	0.392
0.236	0.510	0.390
0.268	0.512	0.393
0.300	0.511	0.394
0.336	0.510	0.388
0.368	0.510	0.386
0.400	0.508	0.387
0.436	0.510	0.392
0.468	0.510	0.394
0.500	0.509	0.398
0.536	0.511	0.396
0.568	0.628	0.375
0.600	0.629	0.373
0.636	0.629	0.376
0.668	0.629	0.380
0.700	0.629	0.378
0.736	0.626	0.379
0.768	0.623	0.390
0.800	0.623	0.388
0.836	0.621	0.389
0.868	0.620	0.391
0.900	0.618	0.395
0.936	0.619	0.396
0.968	0.617	0.396
1.000	0.618	0.402
1.036	0.493	0.404
1.068	0.481	0.405
1.100	0.481	0.414
1.136	0.477	0.415
1.168	0.471	0.421
1.200	0.470	0.425
1.236	0.469	0.424
1.268	0.472	0.430
1.300	0.468	0.430
1.336	0.470	0.438
1.368	0.467	0.453
1.400	0.461	0.457
1.436	0.460	0.455
1.468	0.457	0.470
1.500	0.448	0.461
1.536	0.453	0.435
1.568	0.435	0.444
1.600	0.446	0.423
1.636	0.474	0.435
1.668	0.481	0.403
1.736	0.481	0.383
1.768	0.479	0.382
1.800	0.477	0.386
1.836	0.473	0.399
1.868	0.471	0.414
1.900	0.468	0.428
1.936	0.467	0.432
1.968	0.464	0.437
2.000	0.419	0.465
2.036	0.419	0.459
2.068	0.419	0.461
2.100	0.418	0.458
2.136	0.416	0.449
2.168	0.412	0.445
2.200	0.409	0.436
2.236	0.409	0.434
2.268	0.409	0.432
2.300	0.410	0.428
2.336	0.410	0.424
2.368	0.407	0.423
2.400	0.404	0.425
2.436	0.403	0.425
2.468	0.406	0.425
2.500	0.410	0.425
2.536	0.437	0.432
2.568	0.473	0.441
2.600	0.475	0.441
2.636	0.474	0.452
2.668	0.473	0.450
2.700	0.474	0.451
2.736	0.471	0.444
2.768	0.473	0.435
2.800	0.510	0.414
2.836	0.564	0.412
2.868	0.565	0.408
2.900	0.566	0.409
2.936	0.564	0.416
2.968	0.563	0.425
3.000	0.559	0.430
3.036	0.461	0.418
3.068	0.444	0.417
3.100	0.438	0.418
3.136	0.436	0.423
3.168	0.432	0.425
3.200	0.431	0.427
3.236	0.429	0.424
3.268	0.460	0.421
3.300	0.464	0.423
3.336	0.467	0.421
3.368	0.470	0.421
3.400	0.470	0.411
3.436	0.470	0.414
3.468	0.471	0.407
3.500	0.470	0.408
3.536	0.470	0.404
3.568	0.418	0.408
3.600	0.412	0.400
3.636	0.410	0.397
3.668	0.412	0.402
3.700	0.409	0.400
3.736	0.410	0.393
3.768	0.407	0.394
3.800	0.506	0.383
3.836	0.509	0.384
3.868	0.512	0.385
3.900	0.513	0.386
3.936	0.514	0.389
3.968	0.514	0.394
4.000	0.511	0.390
4.036	0.510	0.390
4.068	0.508	0.391
4.100	0.510	0.391
4.136	0.535	0.390
4.168	0.582	0.392
4.200	0.584	0.390
4.236	0.588	0.391
4.268	0.590	0.395
4.300	0.471	0.513
4.336	-0.025	1.129
4.368	-0.439	1.704
5.536	-2.362	0.449
5.668	-2.295	0.801
6.936	-2.266	0.802
7.068	-2.269	0.885
11.200	0.352	0.430
11.268	0.402	0.406
11.300	0.406	0.429
11.336	0.433	0.425
11.368	0.459	0.505
11.436	-0.029	1.222
11.500	-0.070	1.324
11.536	-0.021	1.516
11.668	0.419	0.353
11.736	0.488	0.449
11.768	0.502	0.459
11.800	0.513	0.490
11.836	0.474	0.533
11.868	0.421	0.552
11.900	0.392	0.573
11.936	0.378	0.534
11.968	0.380	0.501
12.000	0.362	0.454
12.036	0.344	0.372
12.068	0.337	0.386
12.100	0.332	0.384
12.168	0.341	0.362
12.200	0.351	0.361
12.236	0.371	0.320
12.268	0.374	0.369
12.300	0.373	0.328
12.436	-0.082	1.335
12.500	-0.093	1.229
12.768	0.958	0.972
12.800	0.946	1.005
12.836	0.909	0.927
12.868	0.869	0.972
12.900	0.882	1.043
12.936	0.840	0.938
12.968	0.843	0.944
13.000	0.847	0.966
13.036	0.824	0.947
13.168	-0.041	1.237
13.600	-0.219	0.220
13.636	-0.219	0.339
13.668	-0.249	0.306
13.800	-0.191	0.400
17.868	0.399	0.671
17.900	0.453	0.723
17.936	0.458	0.750
17.968	0.432	0.650
18.068	0.347	0.239
18.100	0.362	0.409
18.168	0.299	0.167
18.200	0.356	0.204
18.308	0.444	0.353
18.336	0.158	0.214
18.400	0.074	0.288
18.436	0.100	0.360
18.468	0.125	0.571
18.500	0.163	0.628
18.536	0.206	0.739
18.568	0.256	0.807
18.600	0.293	0.858
18.636	0.324	0.835
18.668	0.328	0.763
18.736	0.349	0.684
18.768	0.342	0.673
18.800	0.338	0.623
18.868	0.457	0.525
18.900	0.447	0.498
