id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.500	0.471	0.529
1	0.732	0.168	0.595	0.576
2	0.968	0.300	0.150	0.107
3	1.400	0.568	0.397	0.517
4	2.232	0.200	0.392	0.522
5	2.868	0.500	0.417	0.501
6	3.400	0.768	0.380	0.428
7	4.200	0.332	0.478	0.519
8	4.568	0.264	0.522	0.511
9	4.868	0.400	0.609	0.499
10	5.332	0.468	0.409	0.506
11	5.868	0.500	0.661	0.506
12	6.432	2.000	0.358	0.525
13	8.632	3.000	0.677	0.514
14	11.668	0.796	0.312	0.521
15	12.664	1.268	0.384	0.537
16	13.964	0.200	0.388	0.392
17	14.364	1.800	0.385	0.532
18	16.200	3.464	0.375	0.542
19	19.732	1.000	0.691	0.497
20	20.764	0.300	0.646	0.413
21	21.132	3.032	0.673	0.551
22	24.364	1.168	0.323	0.550
23	25.564	0.800	0.334	0.557
24	26.600	2.300	0.689	0.531
25	28.964	0.336	0.347	0.482
26	29.500	0.332	0.696	0.532
27	29.864	0.700	0.327	0.520
28	30.800	6.200	0.348	0.555
29	37.032	0.168	0.652	0.500
30	37.232	1.468	0.712	0.530
31	38.932	0.568	0.702	0.600
32	39.532	0.432	0.670	0.456
33	40.164	0.968	0.370	0.628
34	41.400	0.496	0.642	0.575
35	41.964	1.668	0.378	0.606
36	43.732	0.964	0.651	0.579
37	44.764	1.332	0.338	0.570
38	46.132	1.300	0.320	0.552
39	47.664	0.268	0.409	0.513
40	47.996	0.200	0.511	0.545
41	48.232	1.132	0.650	0.504
42	49.432	1.264	0.370	0.535
43	50.764	0.700	0.572	0.531
44	51.696	0.368	0.671	0.523
45	52.132	0.900	0.379	0.547
46	53.064	0.700	0.650	0.513
47	53.796	0.536	0.365	0.552
48	54.675	0.195	0.446	0.593
49	54.933	0.207	0.636	0.521
50	55.198	0.396	0.681	0.418
51	55.668	0.440	0.675	0.374
52	56.162	0.582	0.562	0.518
53	56.799	0.284	0.366	0.541
54	57.160	0.279	0.271	0.537
55	57.586	0.617	0.375	0.575
56	58.277	0.437	0.657	0.502
57	58.884	0.264	0.699	0.602
58	59.196	0.236	0.489	0.572
59	59.489	0.242	0.412	0.570
60	60.033	0.181	0.671	0.609
61	60.250	0.182	0.541	0.558
62	60.632	0.164	0.617	0.640
63	60.864	3.432	0.348	0.573
64	64.332	0.332	0.318	0.417
65	64.896	0.968	0.660	0.496
66	65.896	0.468	0.575	0.558
67	66.564	0.500	0.657	0.597
68	67.096	0.136	0.469	0.487
69	67.264	0.568	0.384	0.502
70	67.864	0.368	0.361	0.580
71	68.464	0.632	0.605	0.558
72	69.232	0.700	0.380	0.547
73	69.964	0.200	0.466	0.442
74	70.196	0.236	0.583	0.508
75	70.664	2.164	0.627	0.580
76	72.864	0.432	0.410	0.546
77	73.364	0.500	0.671	0.516
78	74.064	1.400	0.366	0.600
79	75.496	1.868	0.418	0.570
80	77.396	0.300	0.335	0.554
81	77.728	1.200	0.400	0.543
82	78.964	0.332	0.528	0.498
83	79.330	0.434	0.626	0.492
84	79.796	1.132	0.377	0.551
85	80.964	0.200	0.345	0.596
86	81.228	0.768	0.611	0.545
87	82.264	0.232	0.993	0.417
88	82.564	1.664	0.602	0.537
89	84.264	1.200	0.353	0.569
90	85.496	0.232	0.277	0.528
91	85.996	1.300	0.331	0.595
92	87.628	0.900	0.673	0.587
93	88.828	0.668	0.400	0.622
94	89.528	0.468	0.363	0.609
95	90.264	0.832	0.625	0.553
96	91.164	0.400	0.424	0.545
97	91.596	1.068	0.389	0.581
98	92.696	0.432	0.623	0.507
99	93.364	1.464	0.669	0.577
100	94.896	0.332	0.478	0.563
101	95.264	0.832	0.410	0.576
102	96.128	0.236	0.499	0.518
103	96.428	0.168	0.614	0.520
104	96.896	0.368	0.687	0.581
105	97.364	1.732	0.454	0.555
106	99.128	0.200	0.584	0.558
107	99.364	0.664	0.633	0.590
108	100.060	1.100	0.374	0.562
109	101.196	0.264	0.457	0.516
110	101.496	0.964	0.638	0.563
111	102.496	0.200	0.572	0.658
112	102.728	0.368	0.344	0.544
113	103.396	0.364	0.422	0.555
114	103.796	0.764	0.634	0.499
115	104.828	1.868	0.407	0.474
116	106.728	0.200	0.541	0.539
117	106.960	0.136	0.558	0.526
118	107.328	1.368	0.346	0.541
119	108.996	1.432	0.370	0.547
120	110.628	0.900	0.700	0.516
121	111.760	3.000	0.327	0.566
122	114.796	1.732	0.367	0.544
123	116.628	0.168	0.296	0.507
124	116.828	0.300	0.328	0.523
125	117.160	1.900	0.325	0.522
126	119.328	1.000	0.593	0.538
127	120.396	0.832	0.409	0.546
128	121.260	2.036	0.367	0.546
129	123.528	4.232	0.676	0.559
130	127.796	0.200	0.565	0.575
131	128.028	1.132	0.309	0.532
132	129.460	1.668	0.681	0.558
133	131.192	0.168	0.586	0.569
134	131.460	0.100	0.398	0.567
135	131.592	0.168	0.279	0.503
136	131.892	1.836	0.666	0.442
137	133.928	1.000	0.315	0.498
138	135.160	3.888	0.350	0.500
139	139.363	2.031	0.299	0.554
140	141.463	3.057	0.403	0.528
141	144.960	0.132	0.228	0.936
142	145.128	0.564	0.289	0.546
143	145.728	0.200	0.310	0.483
144	146.160	0.932	0.711	0.503
145	147.392	0.400	0.365	0.531
146	147.828	1.400	0.317	0.512
147	149.628	0.100	0.860	0.875
148	149.760	0.432	0.967	0.930
149	150.492	0.400	0.630	0.502
150	150.928	1.000	0.699	0.452
151	152.128	2.664	0.335	0.477
152	155.028	0.964	0.374	0.520
153	156.228	1.732	0.669	0.544
154	158.260	1.632	0.295	0.536
155	160.124	0.436	0.574	0.562
156	160.624	0.836	0.351	0.534
157	161.924	0.736	0.680	0.531
158	162.692	0.299	0.573	0.569
159	163.064	0.557	0.374	0.539
160	164.087	1.345	0.671	0.511
161	165.674	0.772	0.353	0.515
162	166.792	0.810	0.662	0.512
163	167.800	0.756	0.394	0.537
164	168.629	0.186	0.515	0.497
165	169.140	0.157	0.533	0.573
166	169.491	0.693	0.403	0.538
167	170.530	0.164	0.646	0.557
168	170.764	0.460	0.384	0.473
169	171.261	4.863	0.352	0.554
170	176.392	0.900	0.288	0.562
171	177.692	0.668	0.601	0.535
172	178.692	1.468	0.347	0.536
173	180.192	0.200	0.479	0.519
174	180.660	0.832	0.638	0.501
175	181.760	0.964	0.488	0.590
176	182.860	0.932	0.331	0.478
177	183.824	0.236	0.351	0.471
178	184.092	2.132	0.333	0.517
179	186.324	0.536	0.635	0.521
180	187.156	0.400	0.747	0.310
181	187.592	0.132	0.758	0.104
182	187.824	0.432	0.669	0.458
183	188.692	0.500	0.379	0.557
184	189.224	0.268	0.553	0.523
185	189.524	0.632	0.644	0.538
186	190.324	0.600	0.363	0.486
187	191.156	0.268	0.468	0.586
188	191.456	0.200	0.561	0.544
189	191.692	1.000	0.668	0.549
190	192.792	0.564	0.351	0.514
191	193.524	0.268	0.480	0.539
192	193.824	1.700	0.676	0.529
193	195.792	1.000	0.329	0.539
194	197.024	2.500	0.662	0.575
195	199.756	0.268	0.365	0.532
196	200.056	1.500	0.326	0.504
197	201.624	1.500	0.343	0.486
198	203.456	0.336	0.331	-0.440
199	204.024	2.268	0.332	0.514
200	206.324	1.232	0.372	0.502
201	207.724	0.968	0.702	0.513
202	208.892	0.900	0.354	0.554
203	209.824	0.300	0.292	0.508
204	210.324	2.632	0.358	0.562
205	213.024	1.632	0.696	0.482
206	214.692	0.232	0.562	0.515
207	214.956	0.268	0.406	0.489
208	215.592	0.864	0.672	0.512
209	216.724	0.300	0.570	0.556
210	217.056	0.800	0.661	0.519
211	217.888	1.636	0.389	0.509
212	219.588	0.336	0.388	0.480
213	219.956	0.468	0.368	0.476
214	220.724	0.600	0.693	0.509
215	221.588	0.436	0.388	0.531
216	222.056	0.500	0.583	0.520
217	222.588	1.068	0.419	0.555
218	223.824	0.400	0.359	0.352
219	224.456	0.968	0.402	0.428
220	225.624	0.664	0.706	0.522
221	226.524	0.232	0.449	0.550
222	226.824	1.664	0.336	0.535
223	228.724	1.364	0.669	0.537
224	230.124	0.132	0.369	0.526
225	230.288	0.468	0.352	0.515
226	230.788	0.168	0.596	0.524
227	230.988	0.236	0.661	0.539
228	231.456	0.600	0.399	0.560
229	232.356	0.532	0.375	0.612
230	232.924	0.164	0.375	0.548
231	233.156	1.268	0.648	0.533
232	234.688	0.436	0.400	0.598
233	235.156	0.232	0.457	0.724
234	235.488	0.768	0.689	0.557
235	236.324	0.564	0.459	0.435
236	237.088	0.736	0.408	0.567
237	237.856	1.700	0.373	0.504
238	239.588	2.736	0.347	0.528
239	242.556	0.600	0.727	0.468
240	243.324	1.032	0.367	0.553
241	244.388	1.500	0.297	0.540
242	245.956	0.200	0.363	0.453
243	246.356	1.600	0.348	0.588
244	248.120	0.268	0.264	0.578
245	248.456	0.832	0.344	0.588
246	249.588	1.832	0.681	0.556
247	251.620	0.236	0.381	0.526
248	252.288	0.300	0.395	-0.214
249	252.720	0.968	0.662	0.533
250	253.856	0.502	0.375	0.510
251	254.442	1.302	0.320	0.505
252	256.276	0.946	0.666	0.542
253	257.323	0.358	0.655	0.503
254	257.980	0.535	0.297	0.548
255	258.795	0.499	0.398	0.579
256	259.337	1.051	0.637	0.572
257	260.420	0.968	0.348	0.509
258	261.688	0.568	0.653	0.567
259	262.320	2.097	0.350	0.521
260	264.499	0.680	0.367	0.379
261	265.261	3.079	0.375	0.539
262	268.666	0.404	0.716	0.541
263	269.426	0.763	0.305	0.560
264	270.314	5.896	0.351	0.581
265	276.288	0.331	0.562	0.585
266	276.821	0.214	0.363	0.541
267	277.204	0.869	0.680	0.557
268	278.220	1.000	0.328	0.506
269	279.252	0.600	0.398	0.548
270	279.952	2.668	0.362	0.520
271	282.788	1.500	0.676	0.547
272	284.520	0.800	0.366	0.562
