id	start_time	duration	norm_pos_x	norm_pos_y
0	0.000	0.400	0.621	0.607
1	0.432	0.368	0.545	0.625
2	0.832	1.136	0.566	0.599
3	2.000	0.400	0.622	0.585
4	2.432	0.336	0.578	0.575
5	3.132	0.300	0.586	0.590
6	3.468	0.300	0.489	0.583
7	3.800	0.300	0.571	0.602
8	4.168	0.632	0.611	0.582
9	4.832	0.200	0.412	0.521
10	5.132	0.368	0.671	0.591
11	5.700	1.400	0.657	0.617
12	7.132	0.968	0.672	0.590
13	8.132	0.800	0.336	0.520
14	9.232	1.036	0.665	0.588
15	10.300	0.532	0.674	0.571
16	10.868	1.232	0.355	0.494
17	12.632	1.100	0.330	0.583
18	13.764	3.068	0.355	0.565
19	17.032	1.900	0.350	0.577
20	19.000	2.232	0.677	0.564
21	21.264	0.168	0.648	0.539
22	21.464	0.636	0.682	0.559
23	22.300	0.664	0.678	0.589
24	23.164	1.600	0.686	0.618
25	24.964	1.268	0.660	0.650
26	26.264	1.600	0.680	0.654
27	27.900	0.900	0.672	0.652
28	28.900	1.032	0.360	0.565
29	30.000	0.200	0.635	0.574
30	30.400	0.764	0.671	0.612
31	31.232	2.468	0.367	0.535
32	33.732	1.232	0.323	0.577
33	35.164	0.468	0.293	0.547
34	35.764	0.236	0.534	0.623
35	36.032	0.732	0.673	0.623
36	36.800	0.432	0.708	0.644
37	37.264	1.436	0.681	0.528
38	38.732	0.268	0.735	0.548
39	39.032	0.200	0.679	0.535
40	39.400	0.632	0.679	0.661
41	40.064	0.832	0.662	0.574
42	41.064	0.768	0.672	0.589
43	41.896	1.368	0.339	0.538
44	43.464	0.932	0.343	0.543
45	44.464	0.200	0.630	0.578
46	44.696	0.168	0.589	0.573
47	44.896	0.800	0.639	0.602
48	45.896	0.568	0.652	0.633
49	46.496	0.736	0.713	0.637
50	47.264	0.768	0.653	0.589
51	48.296	0.736	0.646	0.584
52	49.064	1.468	0.694	0.520
53	50.564	0.168	0.652	0.544
54	50.796	0.836	0.659	0.596
55	51.764	0.168	0.633	0.546
56	51.996	0.536	0.670	0.567
57	52.564	0.632	0.678	0.531
58	53.232	0.164	0.637	0.530
59	53.464	0.668	0.672	0.549
60	54.164	0.800	0.700	0.621
61	54.996	0.436	0.680	0.528
62	55.632	1.032	0.710	0.575
63	56.964	0.600	0.687	0.629
64	57.632	0.200	0.419	0.565
65	58.032	0.664	0.385	0.596
66	58.796	0.168	0.628	0.585
67	58.996	0.200	0.618	0.576
68	59.232	0.164	0.677	0.677
69	59.432	0.400	0.680	0.603
70	59.864	2.632	0.352	0.529
71	62.664	0.568	0.334	0.575
72	63.364	0.168	0.645	0.607
73	63.696	0.368	0.349	0.601
74	64.096	0.236	0.643	0.593
75	64.596	0.236	0.546	0.644
76	64.864	0.468	0.687	0.596
77	65.364	0.268	0.388	0.553
78	65.796	0.268	0.603	0.638
79	66.132	0.964	0.682	0.610
80	67.264	0.668	0.670	0.660
81	67.964	0.500	0.693	0.614
82	68.496	0.200	0.638	0.597
83	68.728	0.500	0.662	0.613
84	69.264	0.364	0.595	0.592
85	69.664	0.364	0.696	0.596
86	70.064	0.164	0.666	0.595
87	70.264	0.664	0.692	0.622
88	70.996	0.268	0.342	0.542
89	71.464	0.732	0.697	0.646
90	72.228	0.236	0.667	0.645
91	72.496	0.168	0.683	0.645
92	72.728	0.536	0.370	0.573
93	73.464	0.864	0.357	0.609
94	74.664	1.032	0.666	0.656
95	75.764	0.700	0.367	0.592
96	76.496	0.168	0.330	0.591
97	76.696	0.632	0.349	0.610
98	77.364	0.164	0.328	0.594
99	77.564	0.600	0.355	0.626
100	78.264	0.164	0.486	0.645
101	78.464	0.964	0.364	0.617
102	79.628	2.200	0.365	0.627
103	81.928	0.568	0.350	0.627
104	82.564	0.332	0.674	0.651
105	82.928	0.236	0.697	0.656
106	83.196	0.600	0.367	0.613
107	83.864	0.932	0.711	0.671
108	84.964	0.700	0.692	0.685
109	85.696	1.100	0.718	0.658
110	86.828	0.168	0.668	0.637
111	87.028	3.700	0.708	0.667
112	90.828	1.268	0.362	0.573
113	92.128	0.236	0.316	0.579
114	92.396	0.332	0.324	0.577
115	92.764	0.632	0.364	0.571
116	93.528	0.636	0.664	0.623
117	94.196	0.168	0.609	0.624
118	94.396	0.332	0.634	0.650
119	94.796	0.168	0.413	0.602
120	94.996	0.368	0.346	0.583
121	95.496	0.432	0.332	0.608
122	95.996	0.732	0.655	0.612
123	96.928	0.600	0.651	0.653
124	97.560	0.500	0.374	0.599
125	98.228	0.568	0.674	0.675
126	98.828	0.168	0.605	0.648
127	99.028	0.332	0.629	0.672
128	99.428	0.300	0.362	0.585
129	99.796	1.064	0.690	0.644
130	100.896	1.232	0.665	0.584
131	102.396	0.600	0.631	0.582
132	103.028	0.368	0.661	0.553
133	103.428	0.200	0.627	0.558
134	103.660	2.268	0.648	0.544
135	105.996	1.232	0.380	0.568
136	107.260	0.168	0.313	0.542
137	107.460	0.700	0.332	0.561
138	108.328	2.400	0.352	0.622
139	110.760	0.700	0.688	0.668
140	111.496	0.732	0.742	0.638
141	112.260	0.236	0.687	0.579
142	112.760	0.368	0.674	0.628
143	113.160	0.200	0.583	0.627
144	113.560	0.468	0.649	0.658
145	114.060	0.636	0.720	0.631
146	114.860	0.500	0.667	0.672
147	115.460	0.236	0.414	0.597
148	115.728	0.868	0.689	0.624
149	116.728	0.168	0.683	0.669
150	116.928	0.368	0.713	0.706
151	117.928	0.332	0.710	0.692
152	118.360	2.536	0.390	0.616
153	120.928	0.300	0.647	0.640
154	121.260	0.168	0.399	0.591
155	121.596	0.232	0.362	0.615
156	121.860	1.236	0.692	0.611
157	123.128	0.232	0.673	0.589
158	123.396	0.232	0.699	0.598
159	123.696	0.300	0.553	0.574
160	124.028	0.468	0.680	0.618
161	124.660	1.100	0.687	0.652
162	125.928	0.432	0.680	0.675
163	126.428	0.332	0.388	0.587
164	126.828	0.864	0.697	0.671
165	127.860	0.200	0.713	0.721
166	128.092	1.068	0.376	0.608
167	129.360	2.068	0.358	0.597
168	131.460	0.200	0.344	0.576
169	131.692	1.268	0.363	0.589
170	132.992	0.168	0.330	0.597
171	133.192	1.200	0.356	0.618
172	134.592	1.868	0.357	0.617
173	136.492	0.300	0.615	0.649
174	136.828	1.164	0.739	0.677
175	138.028	0.232	0.768	0.656
176	138.460	1.100	0.751	0.652
177	139.760	0.900	0.707	0.650
178	140.860	0.900	0.692	0.638
179	141.928	1.100	0.691	0.632
180	143.060	0.168	0.669	0.620
181	143.260	1.068	0.703	0.638
182	144.560	2.900	0.706	0.646
183	147.492	1.268	0.728	0.635
184	148.792	0.336	0.405	0.573
185	149.292	1.436	0.357	0.595
186	150.760	0.200	0.322	0.531
187	150.992	1.000	0.353	0.561
188	152.028	0.664	0.356	0.521
189	152.892	0.968	0.336	0.543
190	154.060	0.164	0.322	0.583
191	154.260	0.232	0.319	0.570
192	154.524	2.000	0.351	0.564
193	156.692	1.432	0.381	0.612
194	158.160	0.164	0.371	0.599
195	158.392	1.968	0.384	0.609
196	160.392	0.232	0.349	0.593
197	160.660	0.200	0.374	0.613
198	160.924	0.968	0.712	0.643
199	161.924	0.200	0.672	0.611
200	162.160	1.400	0.695	0.621
201	163.724	1.800	0.670	0.639
202	165.560	0.232	0.518	0.618
203	165.824	0.336	0.616	0.628
204	166.192	0.668	0.693	0.648
205	166.892	0.200	0.398	0.579
206	167.124	1.168	0.345	0.631
207	168.324	5.736	0.360	0.588
208	174.092	0.232	0.437	0.595
209	174.360	0.200	0.380	0.567
210	174.724	0.300	0.358	0.606
211	175.060	0.764	0.703	0.635
212	176.024	0.836	0.682	0.643
213	176.992	0.168	0.697	0.631
214	177.192	0.300	0.718	0.676
215	177.524	0.468	0.683	0.609
216	178.024	0.368	0.756	0.644
217	178.560	0.400	0.703	0.669
218	178.992	0.868	0.673	0.582
219	179.892	0.300	0.711	0.607
220	180.224	0.536	0.655	0.613
221	180.792	0.532	0.701	0.621
222	181.492	0.700	0.669	0.629
223	182.256	0.152	0.395	0.549
224	182.524	0.832	0.362	0.611
225	183.392	1.964	0.362	0.550
226	185.392	1.200	0.358	0.557
227	186.624	0.600	0.360	0.624
228	187.424	2.632	0.354	0.589
229	190.092	0.932	0.359	0.579
230	191.092	0.532	0.696	0.640
231	191.724	1.100	0.732	0.666
232	192.856	0.168	0.681	0.609
233	193.056	1.236	0.711	0.626
234	194.324	0.168	0.682	0.615
235	194.524	2.132	0.705	0.630
236	196.692	1.200	0.368	0.602
237	198.056	2.336	0.357	0.605
238	200.424	0.200	0.455	0.611
239	200.656	0.436	0.383	0.580
240	201.292	1.800	0.369	0.575
241	203.292	0.464	0.341	0.579
242	203.792	1.700	0.397	0.590
243	205.656	0.500	0.376	0.609
244	206.192	0.164	0.342	0.588
245	206.392	2.032	0.358	0.613
246	208.624	0.300	0.350	0.624
247	209.124	0.300	0.678	0.665
248	209.556	0.732	0.701	0.641
249	210.324	1.564	0.714	0.640
250	212.056	0.732	0.689	0.667
251	212.856	0.168	0.413	0.595
252	213.056	0.368	0.348	0.615
253	213.456	3.968	0.375	0.595
254	217.588	2.968	0.362	0.596
255	220.588	0.568	0.402	0.611
256	221.188	0.168	0.380	0.598
257	221.388	1.068	0.393	0.640
258	222.488	0.168	0.364	0.607
259	222.688	0.768	0.397	0.638
260	223.624	0.832	0.380	0.657
261	224.488	0.168	0.343	0.605
262	224.688	0.700	0.353	0.612
263	225.588	0.600	0.355	0.605
264	226.356	0.332	0.335	0.615
265	226.756	0.200	0.618	0.654
266	227.024	0.700	0.730	0.681
267	227.756	0.168	0.674	0.629
268	227.956	1.100	0.701	0.669
269	229.088	0.336	0.761	0.728
270	229.688	0.268	0.725	0.743
271	229.988	0.300	0.689	0.638
272	230.488	0.268	0.705	0.713
273	230.824	1.200	0.363	0.615
274	232.256	0.332	0.358	0.590
275	232.656	0.232	0.644	0.657
276	232.956	0.200	0.366	0.595
277	233.324	0.800	0.360	0.645
278	234.588	0.236	0.700	0.621
279	234.856	1.800	0.346	0.572
280	236.824	0.600	0.346	0.592
281	237.524	0.300	0.604	0.602
282	237.856	0.832	0.729	0.633
283	238.720	0.200	0.694	0.641
284	238.956	0.864	0.723	0.626
285	239.988	0.632	0.715	0.642
286	240.820	0.800	0.699	0.665
287	241.688	1.032	0.690	0.661
288	242.788	0.768	0.387	0.616
289	243.688	1.168	0.381	0.615
290	244.888	1.800	0.375	0.619
291	246.720	0.168	0.331	0.609
292	246.920	1.568	0.347	0.617
293	248.688	0.200	0.312	0.604
294	248.988	0.832	0.709	0.630
295	250.020	0.600	0.684	0.650
296	250.656	0.232	0.743	0.657
297	251.120	0.736	0.674	0.654
298	251.888	0.168	0.627	0.619
299	252.088	1.532	0.663	0.665
300	253.688	0.200	0.445	0.637
301	253.920	0.336	0.387	0.625
302	254.420	0.200	0.367	0.676
303	254.688	0.500	0.675	0.700
304	255.388	0.368	0.354	0.649
305	255.856	0.200	0.567	0.694
306	256.120	0.268	0.709	0.692
307	256.588	0.200	0.609	0.728
308	256.856	1.000	0.381	0.638
309	257.888	0.900	0.378	0.606
310	258.820	0.300	0.520	0.638
311	259.288	0.332	0.476	0.677
312	259.656	0.464	0.382	0.614
313	260.156	0.200	0.433	0.625
314	260.556	0.500	0.404	0.644
315	261.088	0.500	0.358	0.618
316	261.620	1.036	0.343	0.613
317	262.720	0.668	0.389	0.583
318	263.556	0.164	0.440	0.660
319	263.756	0.564	0.376	0.607
320	264.520	0.668	0.365	0.628
321	265.220	0.168	0.341	0.604
322	265.420	0.336	0.352	0.632
323	265.820	0.636	0.695	0.677
324	266.488	0.164	0.659	0.651
325	266.688	0.232	0.684	0.686
