time	event_type	event	left	right	bottom	top
4.468	stimulus	1a	0.283	0.384	0.412	0.582
10.468	stimulus	1b	0.616	0.718	0.412	0.582
18.468	stimulus	2a	0.283	0.384	0.412	0.582
28.468	stimulus	2b	0.616	0.718	0.412	0.582
35.468	stimulus	1a	0.283	0.384	0.412	0.582
41.468	stimulus	1b	0.616	0.718	0.412	0.582
52.468	stimulus	2a	0.283	0.384	0.412	0.582
59.468	stimulus	2b	0.616	0.718	0.412	0.582
66.468	stimulus	1a	0.283	0.384	0.412	0.582
76.468	stimulus	1b	0.616	0.718	0.412	0.582
83.468	stimulus	2a	0.283	0.384	0.412	0.582
90.468	stimulus	2b	0.616	0.718	0.412	0.582
99.468	stimulus	1a	0.283	0.384	0.412	0.582
105.468	stimulus	1b	0.616	0.718	0.412	0.582
110.468	stimulus	2a	0.283	0.384	0.412	0.582
117.468	stimulus	2b	0.616	0.718	0.412	0.582
121.468	stimulus	1a	0.283	0.384	0.412	0.582
129.468	stimulus	1b	0.616	0.718	0.412	0.582
140.468	stimulus	2a	0.283	0.384	0.412	0.582
148.468	stimulus	2b	0.616	0.718	0.412	0.582
160.468	stimulus	1a	0.283	0.384	0.412	0.582
169.468	stimulus	1b	0.616	0.718	0.412	0.582
174.468	stimulus	2a	0.283	0.384	0.412	0.582
182.468	stimulus	2b	0.616	0.718	0.412	0.582
191.468	stimulus	1a	0.283	0.384	0.412	0.582
198.468	stimulus	1b	0.616	0.718	0.412	0.582
208.468	stimulus	2a	0.283	0.384	0.412	0.582
216.468	stimulus	2b	0.616	0.718	0.412	0.582
226.468	stimulus	1a	0.283	0.384	0.412	0.582
230.468	stimulus	1b	0.616	0.718	0.412	0.582
237.468	stimulus	2a	0.283	0.384	0.412	0.582
242.468	stimulus	2b	0.616	0.718	0.412	0.582
248.468	stimulus	1a	0.283	0.384	0.412	0.582
256.468	stimulus	1b	0.616	0.718	0.412	0.582
265.468	stimulus	2a	0.283	0.384	0.412	0.582
274.468	stimulus	2b	0.616	0.718	0.412	0.582
285.468	stimulus	1a	0.283	0.384	0.412	0.582
293.468	stimulus	1b	0.616	0.718	0.412	0.582
297.468	stimulus	2a	0.283	0.384	0.412	0.582
304.468	stimulus	2b	0.616	0.718	0.412	0.582
4.468	virtual	S	NA	NA	NA	NA
11.368	response	R	NA	NA	NA	NA
19.200	response	R	NA	NA	NA	NA
29.200	response	R	NA	NA	NA	NA
37.132	response	R	NA	NA	NA	NA
42.932	response	R	NA	NA	NA	NA
54.764	response	R	NA	NA	NA	NA
62.064	response	R	NA	NA	NA	NA
67.832	response	R	NA	NA	NA	NA
91.228	response	R	NA	NA	NA	NA
100.296	response	R	NA	NA	NA	NA
106.699	response	R	NA	NA	NA	NA
112.028	response	R	NA	NA	NA	NA
118.896	response	R	NA	NA	NA	NA
122.828	response	R	NA	NA	NA	NA
130.060	response	R	NA	NA	NA	NA
161.224	response	R	NA	NA	NA	NA
170.424	response	R	NA	NA	NA	NA
192.324	response	R	NA	NA	NA	NA
199.256	response	R	NA	NA	NA	NA
227.288	response	R	NA	NA	NA	NA
231.556	response	R	NA	NA	NA	NA
249.388	response	R	NA	NA	NA	NA
257.456	response	R	NA	NA	NA	NA
286.520	response	R	NA	NA	NA	NA
294.352	response	R	NA	NA	NA	NA
304.484	virtual	E	NA	NA	NA	NA
